# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   18       1.045308457872e-10       3.778607550233e-16       1.210875616201e-13       0.000000000000e+00       3.290976312002e-10       3.003673297602e-11      -8.552407385824e-15 
   19       1.066370164540e-10       4.490440722294e-16       1.271328887491e-13       0.000000000000e+00       2.994310995759e-10       2.760275918930e-11      -1.137373182073e-15 
   20       1.087895289838e-10       5.357984885566e-16       1.335937806753e-13       0.000000000000e+00       2.733602321486e-10       2.543479264286e-11       2.126446207234e-15 
   21       1.109965770318e-10       6.373423109597e-16       1.404557500812e-13       0.000000000000e+00       2.504594838315e-10       2.349671973562e-11       1.442196298275e-15 
   22       1.132632744346e-10       7.529556600769e-16       1.475871843740e-13       0.000000000000e+00       2.301632720563e-10       2.174966662719e-11      -1.912035113504e-15 
   23       1.155954278312e-10       8.831079404794e-16       1.547546764823e-13       0.000000000000e+00       2.121894294393e-10       2.019786392876e-11      -6.401915174398e-15 
   24       1.179812379113e-10       1.028466897099e-15       1.616430140805e-13       0.000000000000e+00       1.961169936683e-10       1.883530837237e-11      -1.026618578015e-14 
   25       1.204163979833e-10       1.189048205228e-15       1.679619021468e-13       0.000000000000e+00       1.817204207532e-10       1.762543489407e-11      -1.258143558364e-14 
   26       1.228885579829e-10       1.364772516730e-15       1.734344736926e-13       0.000000000000e+00       1.687106002834e-10       1.651243004767e-11      -1.281604401966e-14 
   27       1.254048133806e-10       1.556801995147e-15       1.779779789488e-13       0.000000000000e+00       1.570154653254e-10       1.548913120581e-11      -1.133804077810e-14 
   28       1.279655867506e-10       1.766857389546e-15       1.815861090291e-13       0.000000000000e+00       1.464885601198e-10       1.455331262871e-11      -8.997589338904e-15 
   29       1.305598401017e-10       1.996703716827e-15       1.842765373484e-13       0.000000000000e+00       1.368683728476e-10       1.369367423107e-11      -6.766736316624e-15 
   30       1.331902308434e-10       2.247326137772e-15       1.860788441369e-13       0.000000000000e+00       1.280988089480e-10       1.290779417058e-11      -5.056806614983e-15 
   31       1.358549024304e-10       2.519425056760e-15       1.870454663376e-13       0.000000000000e+00       1.201121176804e-10       1.218929347560e-11      -4.144200798088e-15 
   32       1.385454713987e-10       2.813662821708e-15       1.872286143467e-13       0.000000000000e+00       1.127786831826e-10       1.152634352286e-11      -4.232832188781e-15 
   33       1.412679643556e-10       3.130823043170e-15       1.865814194983e-13       0.000000000000e+00       1.060565421253e-10       1.091607708343e-11      -5.056505754446e-15 
   34       1.440277958757e-10       3.471702061464e-15       1.850199372001e-13       0.000000000000e+00       9.988412755920e-11       1.035433944073e-11      -6.118284388994e-15 
   35       1.468250708093e-10       3.837074270591e-15       1.824508030854e-13       0.000000000000e+00       9.416716815974e-11       9.833926153190e-12      -6.904424977010e-15 
   36       1.496602211332e-10       4.227726933536e-15       1.787817452930e-13       0.000000000000e+00       8.888958706895e-11       9.353363732173e-12      -7.302144611235e-15 
   37       1.525290113909e-10       4.644432916760e-15       1.739131969902e-13       0.000000000000e+00       8.403377560101e-11       8.910503620008e-12      -7.321695786759e-15 
   38       1.554201230846e-10       5.087938484149e-15       1.677344935697e-13       0.000000000000e+00       7.954710849913e-11       8.499800134268e-12      -6.987201249718e-15 
   39       1.583204741921e-10       5.558922569494e-15       1.601509308772e-13       0.000000000000e+00       7.536064897931e-11       8.114235873616e-12      -6.352612491833e-15 
   40       1.612351180549e-10       6.057863572112e-15       1.511779812812e-13       0.000000000000e+00       7.146077077621e-11       7.752642999491e-12      -5.553293750396e-15 
   41       1.641729195195e-10       6.585123227129e-15       1.408778674259e-13       0.000000000000e+00       6.783656597083e-11       7.414358560297e-12      -4.773980819128e-15 
   42       1.671408391101e-10       7.140975875052e-15       1.293357876893e-13       0.000000000000e+00       6.445849636735e-11       7.097065678455e-12      -4.237774067046e-15 
   43       1.701434031756e-10       7.725697440357e-15       1.166294956057e-13       0.000000000000e+00       6.128914161506e-11       6.797726306418e-12      -4.143668871596e-15 
   44       1.731815435774e-10       8.339878073384e-15       1.027235445062e-13       0.000000000000e+00       5.832314581260e-11       6.516061268550e-12      -4.450411782469e-15 
   45       1.762529503095e-10       8.984198060073e-15       8.754431549385e-14       0.000000000000e+00       5.555709556187e-11       6.251917498007e-12      -5.029133842426e-15 
   46       1.793520324690e-10       9.659342674069e-15       7.100824653891e-14       0.000000000000e+00       5.297753647302e-11       6.004217678485e-12      -5.720519589292e-15 
   47       1.824696373276e-10       1.036600284617e-14       5.302115638338e-14       0.000000000000e+00       5.056019283046e-11       5.770887253665e-12      -6.333012802211e-15 
   48       1.855965506991e-10       1.110478760381e-14       3.349678858718e-14       0.000000000000e+00       4.827735280989e-11       5.549523606422e-12      -6.692768232984e-15 
   49       1.887358203346e-10       1.187593064063e-14       1.242020257093e-14       0.000000000000e+00       4.612430664811e-11       5.339796967444e-12      -6.814343969257e-15 
   50       1.918934236735e-10       1.267950218268e-14      -1.019890987585e-14       0.000000000000e+00       4.409902036812e-11       5.141600887397e-12      -6.775042429074e-15 
   51       1.950747040025e-10       1.351548625881e-14      -3.434358756465e-14       0.000000000000e+00       4.219426613580e-11       4.954334896613e-12      -6.668190383682e-15 
   52       1.982842824498e-10       1.438377686864e-14      -5.998929538387e-14       0.000000000000e+00       4.039725853566e-11       4.776869380341e-12      -6.603984805070e-15 
   53       2.015256372391e-10       1.528427803520e-14      -8.711564092330e-14       0.000000000000e+00       3.869361567468e-11       4.607918541329e-12      -6.682310544198e-15 
   54       2.047999170153e-10       1.621724298865e-14      -1.157457624218e-13       0.000000000000e+00       3.708127555088e-11       4.447352733214e-12      -6.901040336527e-15 
   55       2.081066689923e-10       1.718301552247e-14      -1.459165384071e-13       0.000000000000e+00       3.555952426010e-11       4.295162366874e-12      -7.225628989325e-15 
   56       2.114440453205e-10       1.818193425492e-14      -1.776676481093e-13       0.000000000000e+00       3.412480611345e-11       4.151061752451e-12      -7.614755638937e-15 
   57       2.148087011300e-10       1.921433315272e-14      -2.110417709682e-13       0.000000000000e+00       3.277054124758e-11       4.014471085185e-12      -8.019994413018e-15 
   58       2.181956925730e-10       2.028054205475e-14      -2.460847861410e-13       0.000000000000e+00       3.148694323493e-11       3.884498431248e-12      -8.385485092778e-15 
   59       2.216002143006e-10       2.138077770130e-14      -2.828336924202e-13       0.000000000000e+00       3.026368472391e-11       3.760193671365e-12      -8.660666033636e-15 
   60       2.250235146386e-10       2.251478608125e-14      -3.212766389163e-13       0.000000000000e+00       2.909903148625e-11       3.641420111292e-12      -8.842673910120e-15 
   61       2.284681763378e-10       2.368211780517e-14      -3.613839484149e-13       0.000000000000e+00       2.799251098926e-11       3.528153807494e-12      -8.943225895500e-15 
   62       2.319363591263e-10       2.488222717394e-14      -4.031193685138e-13       0.000000000000e+00       2.694216677905e-11       3.420220790967e-12      -8.976534291450e-15 
   63       2.354297601060e-10       2.611446899076e-14      -4.464398548726e-13       0.000000000000e+00       2.594447263415e-11       3.317288271983e-12      -8.959419978700e-15 
   64       2.389495741488e-10       2.737809537312e-14      -4.912953544636e-13       0.000000000000e+00       2.499424671914e-11       3.218855844828e-12      -8.911425867697e-15 
   65       2.424966095651e-10       2.867234862028e-14      -5.376398430251e-13       0.000000000000e+00       2.408606463519e-11       3.124397038413e-12      -8.850871500419e-15 
   66       2.460717525370e-10       2.999676983605e-14      -5.854676411893e-13       0.000000000000e+00       2.321903922373e-11       3.033838566835e-12      -8.781790853251e-15 
   67       2.496755305398e-10       3.135095016124e-14      -6.347844247466e-13       0.000000000000e+00       2.239290257516e-11       2.947167153355e-12      -8.704422816570e-15 
   68       2.533079311474e-10       3.273443999382e-14      -6.855967453208e-13       0.000000000000e+00       2.160655335622e-11       2.864283636526e-12      -8.619025861418e-15 
   69       2.569683667725e-10       3.414674848782e-14      -7.379121284218e-13       0.000000000000e+00       2.085801289082e-11       2.784998380414e-12      -8.525877955925e-15 
   70       2.606556394061e-10       3.558734305215e-14      -7.917391714987e-13       0.000000000000e+00       2.014438124079e-11       2.709026684820e-12      -8.425276481734e-15 
   71       2.643679053572e-10       3.705564884950e-14      -8.470876419930e-13       0.000000000000e+00       1.946179328676e-11       2.635984195497e-12      -8.317538150427e-15 
   72       2.681033882448e-10       3.855103619129e-14      -9.039616335321e-13       0.000000000000e+00       1.880640352551e-11       2.565489655754e-12      -8.203221714001e-15 
   73       2.718627547733e-10       4.007278103510e-14      -9.623372957704e-13       0.000000000000e+00       1.817765690419e-11       2.497506194451e-12      -8.083845773222e-15 
   74       2.756471333894e-10       4.162009596384e-14      -1.022180987087e-12       0.000000000000e+00       1.757556937687e-11       2.432057558778e-12      -7.961309243023e-15 
   75       2.794573885684e-10       4.319214085348e-14      -1.083455778272e-12       0.000000000000e+00       1.699973473201e-11       2.369124474681e-12      -7.837685684612e-15 
   76       2.832941026372e-10       4.478802209556e-14      -1.146121392092e-12       0.000000000000e+00       1.644930416002e-11       2.308642507802e-12      -7.715228308520e-15 
   77       2.871575575975e-10       4.640679181979e-14      -1.210134142852e-12       0.000000000000e+00       1.592296582065e-11       2.250499924414e-12      -7.596374977651e-15 
   78       2.910477169491e-10       4.804744711649e-14      -1.275446875956e-12       0.000000000000e+00       1.541892441059e-11       2.194535552360e-12      -7.483753210327e-15 
   79       2.949642075124e-10       4.970892925912e-14      -1.342008907474e-12       0.000000000000e+00       1.493488073089e-11       2.140536641986e-12      -7.380185183336e-15 
   80       2.989066009926e-10       5.139014318412e-14      -1.409770361099e-12       0.000000000000e+00       1.446859763773e-11       2.088295178101e-12      -7.288049980550e-15 
   81       3.028753549717e-10       5.309002153664e-14      -1.478696179372e-12       0.000000000000e+00       1.401975603638e-11       2.037792784173e-12      -7.207231781786e-15 
   82       3.068710029175e-10       5.480747038012e-14      -1.548754446794e-12       0.000000000000e+00       1.358838541957e-11       1.989044175160e-12      -7.136822808819e-15 
   83       3.108938565265e-10       5.654134953079e-14      -1.619912229227e-12       0.000000000000e+00       1.317429668684e-11       1.942040518278e-12      -7.075727637412e-15 
   84       3.149439930977e-10       5.829047215532e-14      -1.692135594889e-12       0.000000000000e+00       1.277707257103e-11       1.896748376369e-12      -7.022656297512e-15 
   85       3.190212429067e-10       6.005360436848e-14      -1.765389635351e-12       0.000000000000e+00       1.239605806468e-11       1.853108651260e-12      -6.976117373433e-15 
   86       3.231251765792e-10       6.182946483078e-14      -1.839638486530e-12       0.000000000000e+00       1.203035084647e-11       1.811035527129e-12      -6.934411104044e-15 
   87       3.272550924652e-10       6.361672434613e-14      -1.914845349691e-12       0.000000000000e+00       1.167879170769e-11       1.770415413868e-12      -6.895622482957e-15 
   88       3.314100040125e-10       6.541400545952e-14      -1.990972512439e-12       0.000000000000e+00       1.133995497866e-11       1.731105890443e-12      -6.857614358718e-15 
   89       3.355889664141e-10       6.721990796679e-14      -2.067980368990e-12       0.000000000000e+00       1.101248530678e-11       1.692970485360e-12      -6.818438633374e-15 
   90       3.397921427942e-10       6.903309090724e-14      -2.145824259088e-12       0.000000000000e+00       1.069618940328e-11       1.655991573952e-12      -6.777658821586e-15 
   91       3.440198827872e-10       7.085220275155e-14      -2.224457169588e-12       0.000000000000e+00       1.039109871432e-11       1.620173326636e-12      -6.735223210866e-15 
   92       3.482723907158e-10       7.267585662067e-14      -2.303830696971e-12       0.000000000000e+00       1.009713399152e-11       1.585506935869e-12      -6.691064604772e-15 
   93       3.525497180474e-10       7.450263027166e-14      -2.383895053338e-12       0.000000000000e+00       9.814100907222e-12       1.551970096399e-12      -6.645099686751e-15 
   94       3.568517558504e-10       7.633106608351e-14      -2.464599072421e-12       0.000000000000e+00       9.541685669680e-12       1.519526485514e-12      -6.597228383966e-15 
   95       3.611782272512e-10       7.815967104306e-14      -2.545890215582e-12       0.000000000000e+00       9.279450638315e-12       1.488125243286e-12      -6.547333231132e-15 
   96       3.655286798905e-10       7.998691673078e-14      -2.627714577821e-12       0.000000000000e+00       9.026829938935e-12       1.457700452828e-12      -6.495278734351e-15 
   97       3.699024783803e-10       8.181123930667e-14      -2.710016893778e-12       0.000000000000e+00       8.783125078960e-12       1.428170620533e-12      -6.440910734946e-15 
   98       3.742987967599e-10       8.363103949610e-14      -2.792740543739e-12       0.000000000000e+00       8.547500562657e-12       1.399438156328e-12      -6.384055773290e-15 
   99       3.787168278553e-10       8.544471638304e-14      -2.875828248798e-12       0.000000000000e+00       8.319173917662e-12       1.371413007417e-12      -6.324605795309e-15 
  100       3.831564614974e-10       8.725077428202e-14      -2.959224255732e-12       0.000000000000e+00       8.098025964117e-12       1.344088502608e-12      -6.262787337047e-15 
  101       3.876176888008e-10       8.904773104779e-14      -3.042872474188e-12       0.000000000000e+00       7.884069241440e-12       1.317475335114e-12      -6.198929463341e-15 
  102       3.921003889797e-10       9.083408600905e-14      -3.126715829308e-12       0.000000000000e+00       7.677259305931e-12       1.291578143337e-12      -6.133382219916e-15 
  103       3.966043244335e-10       9.260832036408e-14      -3.210696276088e-12       0.000000000000e+00       7.477492702501e-12       1.266395283889e-12      -6.066517031678e-15 
  104       4.011291358327e-10       9.436889757638e-14      -3.294754813735e-12       0.000000000000e+00       7.284604936401e-12       1.241918604605e-12      -5.998727100997e-15 
  105       4.056743372045e-10       9.611426377033e-14      -3.378831500021e-12       0.000000000000e+00       7.098368444952e-12       1.218133217564e-12      -5.930427806007e-15 
  106       4.102393110182e-10       9.784284812677e-14      -3.462865465646e-12       0.000000000000e+00       6.918490569272e-12       1.195017272109e-12      -5.862057098885e-15 
  107       4.148233032717e-10       9.955306327871e-14      -3.546794928593e-12       0.000000000000e+00       6.744611526008e-12       1.172541727859e-12      -5.794075904153e-15 
  108       4.194254185765e-10       1.012433057069e-13      -3.630557208485e-12       0.000000000000e+00       6.576302379060e-12       1.150670127735e-12      -5.726968516960e-15 
  109       4.240446152437e-10       1.029119561356e-13      -3.714088740942e-12       0.000000000000e+00       6.413063011317e-12       1.129358370971e-12      -5.661243001375e-15 
  110       4.286798915278e-10       1.045574185459e-13      -3.797325808909e-12       0.000000000000e+00       6.254434063979e-12       1.108565633611e-12      -5.597335370487e-15 
  111       4.333308819925e-10       1.061782420433e-13      -3.880206812188e-12       0.000000000000e+00       6.100353388185e-12       1.088289205402e-12      -5.535307334753e-15 
  112       4.379973286248e-10       1.077730153991e-13      -3.962670316576e-12       0.000000000000e+00       5.950841627919e-12       1.068533707227e-12      -5.475110437421e-15 
  113       4.426788934991e-10       1.093403305939e-13      -4.044654384020e-12       0.000000000000e+00       5.805891432484e-12       1.049300226091e-12      -5.416678273813e-15 
  114       4.473751557412e-10       1.108787835921e-13      -4.126096594023e-12       0.000000000000e+00       5.665466548312e-12       1.030586197694e-12      -5.359925943982e-15 
  115       4.520856084930e-10       1.123869751172e-13      -4.206934065048e-12       0.000000000000e+00       5.529500910760e-12       1.012385289010e-12      -5.304749505373e-15 
  116       4.568096558767e-10       1.138635114272e-13      -4.287103475919e-12       0.000000000000e+00       5.397897735919e-12       9.946872808634e-13      -5.251025425476e-15 
  117       4.615466099595e-10       1.153070050896e-13      -4.366541087227e-12       0.000000000000e+00       5.270528612417e-12       9.774779504986e-13      -5.198610034481e-15 
  118       4.662956877177e-10       1.167160757565e-13      -4.445182762736e-12       0.000000000000e+00       5.147232593220e-12       9.607389541617e-13      -5.147338977944e-15 
  119       4.710560080014e-10       1.180893509401e-13      -4.522963990783e-12       0.000000000000e+00       5.027815287441e-12       9.444477096730e-13      -5.097026669433e-15 
  120       4.758265884988e-10       1.194254667874e-13      -4.599819905685e-12       0.000000000000e+00       4.912047952136e-12       9.285772790039e-13      -5.047465743192e-15 
  121       4.806063427004e-10       1.207230688558e-13      -4.675685309140e-12       0.000000000000e+00       4.799666584114e-12       9.130962508513e-13      -4.998426506796e-15 
  122       4.853940768639e-10       1.219808128882e-13      -4.750494691634e-12       0.000000000000e+00       4.690371011741e-12       8.979686232143e-13      -4.949656393808e-15 
  123       4.901886373320e-10       1.231974048620e-13      -4.824182890014e-12       0.000000000000e+00       4.583889269077e-12       8.831618838565e-13      -4.900931320337e-15 
  124       4.949893781153e-10       1.243717246971e-13      -4.896687100164e-12       0.000000000000e+00       4.480181026714e-12       8.686725529361e-13      -4.852217601130e-15 
  125       4.997957415557e-10       1.255027182867e-13      -4.967945136963e-12       0.000000000000e+00       4.379255928714e-12       8.545033671295e-13      -4.803527689809e-15 
  126       5.046071109505e-10       1.265893605693e-13      -5.037894844960e-12       0.000000000000e+00       4.281110013025e-12       8.406552921920e-13      -4.754869803515e-15 
  127       5.094228086997e-10       1.276306566131e-13      -5.106474124787e-12       0.000000000000e+00       4.185725316913e-12       8.271274700331e-13      -4.706247783929e-15 
  128       5.142420944532e-10       1.286256426996e-13      -5.173620959566e-12       0.000000000000e+00       4.093069482400e-12       8.139171657911e-13      -4.657660958306e-15 
  129       5.190641632586e-10       1.295733874086e-13      -5.239273441319e-12       0.000000000000e+00       4.003095361692e-12       8.010197149087e-13      -4.609104000496e-15 
  130       5.238881437082e-10       1.304729927014e-13      -5.303369797377e-12       0.000000000000e+00       3.915740622613e-12       7.884284702076e-13      -4.560566791980e-15 
  131       5.287130960867e-10       1.313235950059e-13      -5.365848416786e-12       0.000000000000e+00       3.830927354044e-12       7.761347489642e-13      -4.512034282888e-15 
  132       5.335380105183e-10       1.321243663002e-13      -5.426647876724e-12       0.000000000000e+00       3.748561671351e-12       7.641277799840e-13      -4.463486353034e-15 
  133       5.383618051143e-10       1.328745151969e-13      -5.485706968901e-12       0.000000000000e+00       3.668533321818e-12       7.523946506771e-13      -4.414897672941e-15 
  134       5.431833241201e-10       1.335732880274e-13      -5.542964725976e-12       0.000000000000e+00       3.590715290084e-12       7.409202541333e-13      -4.366237564867e-15 
  135       5.480013360631e-10       1.342199699260e-13      -5.598360447961e-12       0.000000000000e+00       3.514963403577e-12       7.296872361969e-13      -4.317469863834e-15 
  136       5.528145318999e-10       1.348138859142e-13      -5.651833728632e-12       0.000000000000e+00       3.441115937941e-12       7.186759425421e-13      -4.268552778657e-15 
  137       5.576216447968e-10       1.353544353749e-13      -5.703325044652e-12       0.000000000000e+00       3.369027717706e-12       7.078686622704e-13      -4.219447435689e-15 
  138       5.624218273842e-10       1.358411972072e-13      -5.752777535829e-12       0.000000000000e+00       3.298677236039e-12       6.972629663378e-13      -4.170144802057e-15 
  139       5.672143102091e-10       1.362738376593e-13      -5.800135460009e-12       0.000000000000e+00       3.230069923144e-12       6.868596554547e-13      -4.120641297894e-15 
  140       5.719982825343e-10       1.366520791988e-13      -5.845343676591e-12       0.000000000000e+00       3.163204471626e-12       6.766585619918e-13      -4.070930280509e-15 
  141       5.767728912579e-10       1.369757018088e-13      -5.888347676514e-12       0.000000000000e+00       3.098072660869e-12       6.666585243260e-13      -4.021001960529e-15 
  142       5.815372398319e-10       1.372445442838e-13      -5.929093612231e-12       0.000000000000e+00       3.034659181423e-12       6.568573611864e-13      -3.970843318039e-15 
  143       5.862903871827e-10       1.374585055258e-13      -5.967528327696e-12       0.000000000000e+00       2.972941459380e-12       6.472518460004e-13      -3.920438018713e-15 
  144       5.910313466297e-10       1.376175458409e-13      -6.003599388342e-12       0.000000000000e+00       2.912889480758e-12       6.378376812391e-13      -3.869766329960e-15 
  145       5.957590848050e-10       1.377216882348e-13      -6.037255111060e-12       0.000000000000e+00       2.854465615881e-12       6.286094727638e-13      -3.818805037058e-15 
  146       6.004725205727e-10       1.377710197094e-13      -6.068444594184e-12       0.000000000000e+00       2.797624443763e-12       6.195607041717e-13      -3.767527359297e-15 
  147       6.051705239487e-10       1.377656925586e-13      -6.097117747469e-12       0.000000000000e+00       2.742312576484e-12       6.106837111416e-13      -3.715902866110e-15 
  148       6.098519150195e-10       1.377059256645e-13      -6.123225322074e-12       0.000000000000e+00       2.688468483577e-12       6.019696557803e-13      -3.663897393220e-15 
  149       6.145154628620e-10       1.375920057935e-13      -6.146718940538e-12       0.000000000000e+00       2.636022316406e-12       5.934085009684e-13      -3.611472958772e-15 
  150       6.191598844630e-10       1.374242888926e-13      -6.167551126769e-12       0.000000000000e+00       2.584895732547e-12       5.849889847060e-13      -3.558587679475e-15 
  151       6.237838436383e-10       1.372032013853e-13      -6.185675336016e-12       0.000000000000e+00       2.535001720171e-12       5.766985944587e-13      -3.505195686738e-15 
  152       6.283859499521e-10       1.369292414676e-13      -6.201045984858e-12       0.000000000000e+00       2.486244422423e-12       5.685235415038e-13      -3.451247042811e-15 
  153       6.329648627341e-10       1.366029869793e-13      -6.213618813067e-12       0.000000000000e+00       2.438538843371e-12       5.604521323125e-13      -3.396710131005e-15 
  154       6.375196162806e-10       1.362251171112e-13      -6.223351943967e-12       0.000000000000e+00       2.391872396191e-12       5.524852892505e-13      -3.341641344317e-15 
  155       6.420493229567e-10       1.357963951957e-13      -6.230204980244e-12       0.000000000000e+00       2.346248766883e-12       5.446269632804e-13      -3.286121743721e-15 
  156       6.465530702751e-10       1.353176636319e-13      -6.234138712323e-12       0.000000000000e+00       2.301668473055e-12       5.368808165181e-13      -3.230235196525e-15 
  157       6.510299203499e-10       1.347898452150e-13      -6.235115150039e-12       0.000000000000e+00       2.258128789568e-12       5.292502138799e-13      -3.174068406962e-15 
  158       6.554789093522e-10       1.342139444663e-13      -6.233097554306e-12       0.000000000000e+00       2.215623674167e-12       5.217382147293e-13      -3.117710946789e-15 
  159       6.598990469640e-10       1.335910489625e-13      -6.228050468789e-12       0.000000000000e+00       2.174143693119e-12       5.143475645239e-13      -3.061255285888e-15 
  160       6.642893158333e-10       1.329223306651e-13      -6.219939751577e-12       0.000000000000e+00       2.133675946850e-12       5.070806864621e-13      -3.004796822861e-15 
  161       6.686486710286e-10       1.322090472506e-13      -6.208732606851e-12       0.000000000000e+00       2.094203995586e-12       4.999396731303e-13      -2.948433915628e-15 
  162       6.729760394937e-10       1.314525434396e-13      -6.194397616559e-12       0.000000000000e+00       2.055707784984e-12       4.929262781493e-13      -2.892267912025e-15 
  163       6.772703195023e-10       1.306542523265e-13      -6.176904772084e-12       0.000000000000e+00       2.018163571771e-12       4.860419078215e-13      -2.836403180404e-15 
  164       6.815303801123e-10       1.298156967094e-13      -6.156225505915e-12       0.000000000000e+00       1.981543849384e-12       4.792876127776e-13      -2.780947140225e-15 
  165       6.857550606214e-10       1.289384904192e-13      -6.132332723322e-12       0.000000000000e+00       1.945817273603e-12       4.726640796237e-13      -2.726010292660e-15 
  166       6.899431700206e-10       1.280243396495e-13      -6.105200834022e-12       0.000000000000e+00       1.910948588190e-12       4.661716225878e-13      -2.671706251188e-15 
  167       6.940934864497e-10       1.270750442862e-13      -6.074805783854e-12       0.000000000000e+00       1.876898550526e-12       4.598101751668e-13      -2.618151772192e-15 
  168       6.982047566517e-10       1.260924992372e-13      -6.041125086450e-12       0.000000000000e+00       1.843623857246e-12       4.535792817737e-13      -2.565466785559e-15 
  169       7.022756954273e-10       1.250786957615e-13      -6.004137854902e-12       0.000000000000e+00       1.811077069879e-12       4.474780893837e-13      -2.513774425274e-15 
  170       7.063049850901e-10       1.240357227995e-13      -5.963824833438e-12       0.000000000000e+00       1.779206540484e-12       4.415053391819e-13      -2.463201060022e-15 
  171       7.102913632349e-10       1.229657221609e-13      -5.920168101255e-12       0.000000000000e+00       1.747966801473e-12       4.356595357769e-13      -2.413847732497e-15 
  172       7.142338954001e-10       1.218707471137e-13      -5.873150090008e-12       0.000000000000e+00       1.717350862918e-12       4.299394881643e-13      -2.365701740925e-15 
  173       7.181317242014e-10       1.207528944975e-13      -5.822754544703e-12       0.000000000000e+00       1.687360478273e-12       4.243437980730e-13      -2.318717709422e-15 
  174       7.219839828802e-10       1.196143509358e-13      -5.768966874272e-12       0.000000000000e+00       1.657995891153e-12       4.188706788863e-13      -2.272845430256e-15 
  175       7.257897951184e-10       1.184573939774e-13      -5.711774181900e-12       0.000000000000e+00       1.629255803671e-12       4.135179480139e-13      -2.228029777792e-15 
  176       7.295482748538e-10       1.172843932377e-13      -5.651165295361e-12       0.000000000000e+00       1.601137344764e-12       4.082830192624e-13      -2.184210622442e-15 
  177       7.332585260945e-10       1.160978115403e-13      -5.587130797354e-12       0.000000000000e+00       1.573636038525e-12       4.031628952074e-13      -2.141322744609e-15 
  178       7.369196427346e-10       1.149002060580e-13      -5.519663055832e-12       0.000000000000e+00       1.546745772533e-12       3.981541595644e-13      -2.099295748631e-15 
