# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  612       3.436220031186e-10       1.666129299191e-12       3.230082701184e-12       7.525939334880e-15       2.430653456696e-14       1.112055047885e-15      -1.416365078495e-16 
  613       3.426125032037e-10       1.694996363733e-12       3.341772708820e-12       7.537463813808e-15       2.415734768363e-14       1.131185650046e-15      -1.483411248385e-16 
  614       3.415856274518e-10       1.724384919122e-12       3.450078105681e-12       7.548829855418e-15       2.400924918199e-14       1.150529693146e-15      -1.549912595117e-16 
  615       3.405417966414e-10       1.754285552356e-12       3.554973519978e-12       7.560037819302e-15       2.386223523823e-14       1.170082430813e-15      -1.615865756497e-16 
  616       3.394814379713e-10       1.784688688828e-12       3.656433616143e-12       7.571088083239e-15       2.371630179256e-14       1.189839041574e-15      -1.681267405145e-16 
  617       3.384049850874e-10       1.815584591630e-12       3.754433095503e-12       7.581981043282e-15       2.357144454795e-14       1.209794628541e-15      -1.746114248757e-16 
  618       3.373128781095e-10       1.846963360844e-12       3.848946696950e-12       7.592717113849e-15       2.342765896887e-14       1.229944219091e-15      -1.810403030372e-16 
  619       3.362055636580e-10       1.878814932847e-12       3.939949197608e-12       7.603296727809e-15       2.328494027997e-14       1.250282764546e-15      -1.874130528635e-16 
  620       3.350834948804e-10       1.911129079604e-12       4.027415413509e-12       7.613720336574e-15       2.314328346488e-14       1.270805139858e-15      -1.937293558065e-16 
  621       3.339471314784e-10       1.943895407964e-12       4.111320200263e-12       7.623988410182e-15       2.300268326487e-14       1.291506143287e-15      -1.999888969317e-16 
  622       3.327969397344e-10       1.977103358964e-12       4.191638453725e-12       7.634101437392e-15       2.286313417762e-14       1.312380496084e-15      -2.061913649448e-16 
  623       3.316333925385e-10       2.010742207122e-12       4.268345110671e-12       7.644059925764e-15       2.272463045591e-14       1.333422842172e-15      -2.123364522183e-16 
  624       3.304569694149e-10       2.044801059736e-12       4.341415149464e-12       7.653864401758e-15       2.258716610638e-14       1.354627747830e-15      -2.184238548181e-16 
  625       3.292681565487e-10       2.079268856182e-12       4.410823590729e-12       7.663515410812e-15       2.245073488822e-14       1.375989701370e-15      -2.244532725297e-16 
  626       3.280674468129e-10       2.114134367212e-12       4.476545498022e-12       7.673013517438e-15       2.231533031195e-14       1.397503112822e-15      -2.304244088848e-16 
  627       3.268553397949e-10       2.149386194249e-12       4.538555978501e-12       7.682359305307e-15       2.218094563809e-14       1.419162313614e-15      -2.363369711880e-16 
  628       3.256323418234e-10       2.185012768691e-12       4.596830183596e-12       7.691553377335e-15       2.204757387592e-14       1.440961556254e-15      -2.421906705431e-16 
  629       3.243989659950e-10       2.221002351202e-12       4.651343309681e-12       7.700596355780e-15       2.191520778219e-14       1.462895014012e-15      -2.479852218797e-16 
  630       3.231557322010e-10       2.257343031013e-12       4.702070598745e-12       7.709488882320e-15       2.178383985985e-14       1.484956780600e-15      -2.537203439796e-16 
  631       3.219031671541e-10       2.294022725218e-12       4.748987339063e-12       7.718231618149e-15       2.165346235679e-14       1.507140869854e-15      -2.593957595036e-16 
  632       3.206418044152e-10       2.331029178077e-12       4.792068865864e-12       7.726825244061e-15       2.152406726454e-14       1.529441215418e-15      -2.650111950175e-16 
  633       3.193721844202e-10       2.368349960305e-12       4.831290562007e-12       7.735270460541e-15       2.139564631703e-14       1.551851670421e-15      -2.705663810192e-16 
  634       3.180948545064e-10       2.405972468378e-12       4.866627858648e-12       7.743567987851e-15       2.126819098929e-14       1.574366007161e-15      -2.760610519646e-16 
  635       3.168103689397e-10       2.443883923826e-12       4.898056235911e-12       7.751718566123e-15       2.114169249618e-14       1.596977916788e-15      -2.814949462947e-16 
  636       3.155192889411e-10       2.482071372532e-12       4.925551223560e-12       7.759722955442e-15       2.101614179111e-14       1.619681008984e-15      -2.868678064616e-16 
  637       3.142221827135e-10       2.520521684030e-12       4.949088401671e-12       7.767581935937e-15       2.089152956481e-14       1.642468811641e-15      -2.921793789552e-16 
  638       3.129196254683e-10       2.559221550801e-12       4.968643401300e-12       7.775296307868e-15       2.076784624398e-14       1.665334770551e-15      -2.974294143300e-16 
  639       3.116121994523e-10       2.598157487575e-12       4.984191905156e-12       7.782866891720e-15       2.064508199010e-14       1.688272249077e-15      -3.026176672310e-16 
  640       3.103004939744e-10       2.637315830624e-12       4.995709648271e-12       7.790294528281e-15       2.052322669809e-14       1.711274527843e-15      -3.077438964207e-16 
  641       3.089851054323e-10       2.676682737063e-12       5.003172418671e-12       7.797580078742e-15       2.040226999507e-14       1.734334804413e-15      -3.128078648054e-16 
  642       3.076666373393e-10       2.716244184146e-12       5.006556058048e-12       7.804724424775e-15       2.028220123907e-14       1.757446192969e-15      -3.178093394618e-16 
  643       3.063457003509e-10       2.755985968563e-12       5.005836462427e-12       7.811728468630e-15       2.016300951778e-14       1.780601723998e-15      -3.227480916635e-16 
  644       3.050229122919e-10       2.795893705741e-12       5.000989582844e-12       7.818593133218e-15       2.004468364724e-14       1.803794343968e-15      -3.276238969072e-16 
  645       3.036988981825e-10       2.835952829138e-12       4.991991426007e-12       7.825319362201e-15       1.992721217061e-14       1.827016915017e-15      -3.324365349397e-16 
  646       3.023742902658e-10       2.876148589545e-12       4.978818054978e-12       7.831908120081e-15       1.981058335685e-14       1.850262214624e-15      -3.371857897841e-16 
  647       3.010497280339e-10       2.916466054378e-12       4.961445589835e-12       7.838360392289e-15       1.969478519949e-14       1.873522935301e-15      -3.418714497663e-16 
  648       2.997258582549e-10       2.956890106982e-12       4.939850208346e-12       7.844677185269e-15       1.957980541532e-14       1.896791684267e-15      -3.464933075418e-16 
  649       2.984033349999e-10       2.997405445923e-12       4.914008146641e-12       7.850859526574e-15       1.946563144314e-14       1.920060983134e-15      -3.510511601216e-16 
  650       2.970828196692e-10       3.037996584291e-12       4.883895699882e-12       7.856908464948e-15       1.935225044248e-14       1.943323267585e-15      -3.555448088995e-16 
  651       2.957649284666e-10       3.078648628366e-12       4.849497665160e-12       7.862825180479e-15       1.923965112832e-14       1.966571749753e-15      -3.599740889251e-16 
  652       2.944500734757e-10       3.119349634193e-12       4.810832876337e-12       7.868611317592e-15       1.912782932292e-14       1.989803027180e-15      -3.643389573906e-16 
  653       2.931386180782e-10       3.160088302379e-12       4.767929242218e-12       7.874268659682e-15       1.901678252578e-14       2.013014531636e-15      -3.686394071777e-16 
  654       2.918309291966e-10       3.200853203018e-12       4.720815359131e-12       7.879799019854e-15       1.890650808812e-14       2.036203671640e-15      -3.728754378248e-16 
  655       2.905273773062e-10       3.241632775209e-12       4.669520513990e-12       7.885204241036e-15       1.879700321216e-14       2.059367832387e-15      -3.770470555613e-16 
  656       2.892283364467e-10       3.282415326573e-12       4.614074687345e-12       7.890486196101e-15       1.868826495032e-14       2.082504375671e-15      -3.811542733426e-16 
  657       2.879341842341e-10       3.323189032769e-12       4.554508556448e-12       7.895646787988e-15       1.858029020451e-14       2.105610639809e-15      -3.851971108850e-16 
  658       2.866453018729e-10       3.363941937018e-12       4.490853498303e-12       7.900687949819e-15       1.847307572533e-14       2.128683939571e-15      -3.891755947002e-16 
  659       2.853620741678e-10       3.404661949616e-12       4.423141592731e-12       7.905611645018e-15       1.836661811137e-14       2.151721566103e-15      -3.930897581304e-16 
  660       2.840848895353e-10       3.445336847455e-12       4.351405625421e-12       7.910419867435e-15       1.826091380840e-14       2.174720786851e-15      -3.969396413828e-16 
  661       2.828141400161e-10       3.485954273539e-12       4.275679090992e-12       7.915114641460e-15       1.815595910866e-14       2.197678845487e-15      -4.007252915645e-16 
  662       2.815502212865e-10       3.526501736501e-12       4.195996196048e-12       7.919698022145e-15       1.805175015007e-14       2.220592961839e-15      -4.044467627171e-16 
  663       2.802935326708e-10       3.566966610127e-12       4.112391862238e-12       7.924172095327e-15       1.794828291550e-14       2.243460331808e-15      -4.081041158518e-16 
  664       2.790444771525e-10       3.607336132867e-12       4.024901729310e-12       7.928538977740e-15       1.784555323200e-14       2.266278127300e-15      -4.116974189840e-16 
  665       2.778034613869e-10       3.647597407359e-12       3.933562158175e-12       7.932800817141e-15       1.774355677006e-14       2.289043496150e-15      -4.152267471679e-16 
  666       2.765708957126e-10       3.687737399940e-12       3.838410233957e-12       7.936959792426e-15       1.764228904284e-14       2.311753562046e-15      -4.186921825317e-16 
  667       2.753471941631e-10       3.727742940173e-12       3.739483769057e-12       7.941018113753e-15       1.754174540543e-14       2.334405424453e-15      -4.220938143118e-16 
  668       2.741327744794e-10       3.767600720358e-12       3.636821306204e-12       7.944978022656e-15       1.744192105409e-14       2.356996158545e-15      -4.254317388882e-16 
  669       2.729280581214e-10       3.807297295054e-12       3.530462121521e-12       7.948841792170e-15       1.734281102548e-14       2.379522815122e-15      -4.287060598187e-16 
  670       2.717334702798e-10       3.846819080593e-12       3.420446227576e-12       7.952611726949e-15       1.724441019593e-14       2.401982420540e-15      -4.319168878741e-16 
  671       2.705494398879e-10       3.886152354604e-12       3.306814376441e-12       7.956290163383e-15       1.714671328067e-14       2.424371976638e-15      -4.350643410727e-16 
  672       2.693763996341e-10       3.925283255525e-12       3.189608062752e-12       7.959879469720e-15       1.704971483308e-14       2.446688460658e-15      -4.381485447154e-16 
  673       2.682147859729e-10       3.964197782127e-12       3.068869526764e-12       7.963382046185e-15       1.695340924394e-14       2.468928825176e-15      -4.411696314200e-16 
  674       2.670650391373e-10       4.002881793026e-12       2.944641757410e-12       7.966800325101e-15       1.685779074066e-14       2.491089998023e-15      -4.441277411564e-16 
  675       2.659276031506e-10       4.041321006206e-12       2.816968495359e-12       7.970136771005e-15       1.676285338654e-14       2.513168882213e-15      -4.470230212811e-16 
  676       2.648029258384e-10       4.079500998535e-12       2.685894236071e-12       7.973393880771e-15       1.666859108003e-14       2.535162355868e-15      -4.498556265722e-16 
  677       2.636914588402e-10       4.117407205283e-12       2.551464232858e-12       7.976574183727e-15       1.657499755391e-14       2.557067272142e-15      -4.526257192639e-16 
  678       2.625936576214e-10       4.155024919639e-12       2.413724499941e-12       7.979680241777e-15       1.648206637464e-14       2.578880459150e-15      -4.553334690816e-16 
  679       2.615099814853e-10       4.192339292233e-12       2.272721815504e-12       7.982714649518e-15       1.638979094149e-14       2.600598719887e-15      -4.579790532764e-16 
  680       2.604408935848e-10       4.229335330650e-12       2.128503724757e-12       7.985680034361e-15       1.629816448589e-14       2.622218832160e-15      -4.605626566600e-16 
  681       2.593868609345e-10       4.265997898951e-12       1.981118542989e-12       7.988579056650e-15       1.620718007059e-14       2.643737548510e-15      -4.630844716394e-16 
  682       2.583483544223e-10       4.302311717187e-12       1.830615358631e-12       7.991414409783e-15       1.611683058898e-14       2.665151596138e-15      -4.655446982519e-16 
  683       2.573258488216e-10       4.338261360923e-12       1.677044036306e-12       7.994188820330e-15       1.602710876426e-14       2.686457676831e-15      -4.679435441995e-16 
  684       2.563198228029e-10       4.373831260751e-12       1.520455219893e-12       7.996905048152e-15       1.593800714876e-14       2.707652466885e-15      -4.702812248840e-16 
  685       2.553307589458e-10       4.409005701811e-12       1.360900335584e-12       7.999565886522e-15       1.584951812311e-14       2.728732617034e-15      -4.725579634416e-16 
  686       2.543591437509e-10       4.443768823307e-12       1.198431594938e-12       8.002174162244e-15       1.576163389557e-14       2.749694752373e-15      -4.747739907776e-16 
  687       2.534054676517e-10       4.478104618027e-12       1.033101997941e-12       8.004732735772e-15       1.567434650119e-14       2.770535472283e-15      -4.769295456016e-16 
  688       2.524702250265e-10       4.511996931861e-12       8.649653360648e-13       8.007244501330e-15       1.558764780112e-14       2.791251350360e-15      -4.790248744617e-16 
  689       2.515539142100e-10       4.545429463316e-12       6.940761953217e-13       8.009712387034e-15       1.550152948181e-14       2.811838934336e-15      -4.810602317796e-16 
  690       2.506570375056e-10       4.578385763039e-12       5.204899593247e-13       8.012139355005e-15       1.541598305430e-14       2.832294746006e-15      -4.830358798854e-16 
  691       2.497800341297e-10       4.610850933213e-12       3.442637815788e-13       8.014528238179e-15       1.533100101968e-14       2.852615607573e-15      -4.849520402610e-16 
  692       2.489230774685e-10       4.642816766080e-12       1.654595186866e-13       8.016881246689e-15       1.524658039405e-14       2.872799628387e-15      -4.868087460714e-16 
  693       2.480862735670e-10       4.674276712889e-12      -1.585913491518e-14       8.019200451301e-15       1.516271925650e-14       2.892845238880e-15      -4.886059865907e-16 
  694       2.472697278038e-10       4.705224193779e-12      -1.996276072920e-13       8.021487945866e-15       1.507941558905e-14       2.912750866035e-15      -4.903437557341e-16 
  695       2.464735448862e-10       4.735652597721e-12      -3.857804457099e-13       8.023745847400e-15       1.499666727625e-14       2.932514933400e-15      -4.920220520802e-16 
  696       2.456978288453e-10       4.765555282463e-12      -5.742513133352e-13       8.025976296159e-15       1.491447210470e-14       2.952135861088e-15      -4.936408788937e-16 
  697       2.449426830309e-10       4.794925574476e-12      -7.649729859335e-13       8.028181455722e-15       1.483282776255e-14       2.971612065790e-15      -4.952002441479e-16 
  698       2.442082101070e-10       4.823756768901e-12      -9.578773485686e-13       8.030363513067e-15       1.475173183911e-14       2.990941960780e-15      -4.967001605473e-16 
  699       2.434945120460e-10       4.852042129487e-12      -1.152895392302e-12       8.032524678647e-15       1.467118182434e-14       3.010123955923e-15      -4.981406455500e-16 
  700       2.428016901247e-10       4.879774888541e-12      -1.349957210891e-12       8.034667186476e-15       1.459117510838e-14       3.029156457680e-15      -4.995217213902e-16 
  701       2.421298449189e-10       4.906948246874e-12      -1.548991997490e-12       8.036793294200e-15       1.451170898112e-14       3.048037869119e-15      -5.008434151011e-16 
  702       2.414790762981e-10       4.933555373738e-12      -1.749928041347e-12       8.038905283179e-15       1.443278063173e-14       3.066766589920e-15      -5.021057585368e-16 
  703       2.408494834213e-10       4.959589406781e-12      -1.952692724506e-12       8.041005458566e-15       1.435438714818e-14       3.085341016383e-15      -5.033087883954e-16 
  704       2.402411647316e-10       4.985043451982e-12      -2.157212518502e-12       8.043096149383e-15       1.427652551680e-14       3.103759541434e-15      -5.044525462412e-16 
  705       2.396542179512e-10       5.009910583602e-12      -2.363412981062e-12       8.045179708603e-15       1.419919262179e-14       3.122020554635e-15      -5.055370785274e-16 
  706       2.390887400767e-10       5.034183844128e-12      -2.571218752808e-12       8.047258513225e-15       1.412238524481e-14       3.140122442188e-15      -5.065624366185e-16 
  707       2.385448273739e-10       5.057856244215e-12      -2.780553553948e-12       8.049334964357e-15       1.404610006445e-14       3.158063586947e-15      -5.075286768130e-16 
  708       2.380225753731e-10       5.080920762630e-12      -2.991340180984e-12       8.051411487288e-15       1.397033365581e-14       3.175842368419e-15      -5.084358603657e-16 
  709       2.375220788639e-10       5.103370346204e-12      -3.203500503403e-12       8.053490531574e-15       1.389508249005e-14       3.193457162776e-15      -5.092840535104e-16 
  710       2.370434318904e-10       5.125197909766e-12      -3.416955460382e-12       8.055574571111e-15       1.382034293388e-14       3.210906342862e-15      -5.100733274825e-16 
  711       2.365867277465e-10       5.146396336098e-12      -3.631625057487e-12       8.057666104217e-15       1.374611124915e-14       3.228188278198e-15      -5.108037585412e-16 
  712       2.361520589703e-10       5.166958475871e-12      -3.847428363366e-12       8.059767653706e-15       1.367238359235e-14       3.245301334991e-15      -5.114754279923e-16 
  713       2.357395173397e-10       5.186877147596e-12      -4.064283506455e-12       8.061881766973e-15       1.359915601417e-14       3.262243876141e-15      -5.120884222108e-16 
  714       2.353491938672e-10       5.206145137565e-12      -4.282107671675e-12       8.064011016068e-15       1.352642445902e-14       3.279014261248e-15      -5.126428326633e-16 
  715       2.349811787952e-10       5.224755199797e-12      -4.500817097129e-12       8.066157997775e-15       1.345418476460e-14       3.295610846620e-15      -5.131387559303e-16 
  716       2.346355615907e-10       5.242700055983e-12      -4.720327070805e-12       8.068325333692e-15       1.338243266139e-14       3.312031985279e-15      -5.135762937292e-16 
  717       2.343124309407e-10       5.259972395431e-12      -4.940551927271e-12       8.070515670309e-15       1.331116377223e-14       3.328276026971e-15      -5.139555529364e-16 
  718       2.340118747468e-10       5.276564875008e-12      -5.161405044376e-12       8.072731679085e-15       1.324037361184e-14       3.344341318169e-15      -5.142766456102e-16 
  719       2.337339801210e-10       5.292470119088e-12      -5.382798839951e-12       8.074976056529e-15       1.317005758635e-14       3.360226202085e-15      -5.145396890131e-16 
  720       2.334788333797e-10       5.307680719496e-12      -5.604644768505e-12       8.077251524279e-15       1.310021099287e-14       3.375929018674e-15      -5.147448056343e-16 
  721       2.332465200399e-10       5.322189235451e-12      -5.826853317926e-12       8.079560829176e-15       1.303082901900e-14       3.391448104642e-15      -5.148921232124e-16 
  722       2.330371248132e-10       5.335988193511e-12      -6.049334006180e-12       8.081906743347e-15       1.296190674235e-14       3.406781793456e-15      -5.149817747577e-16 
  723       2.328507316017e-10       5.349070087520e-12      -6.271995378009e-12       8.084292064283e-15       1.289343913013e-14       3.421928415345e-15      -5.150138985750e-16 
  724       2.326874234926e-10       5.361427378550e-12      -6.494745001632e-12       8.086719614915e-15       1.282542103866e-14       3.436886297316e-15      -5.149886382859e-16 
  725       2.325472827531e-10       5.373052494847e-12      -6.717489465441e-12       8.089192243695e-15       1.275784721290e-14       3.451653763152e-15      -5.149061428516e-16 
  726       2.324303908260e-10       5.383937831777e-12      -6.940134374704e-12       8.091712824674e-15       1.269071228599e-14       3.466229133429e-15      -5.147665665951e-16 
  727       2.323368283243e-10       5.394075751766e-12      -7.162584348263e-12       8.094284257580e-15       1.262401077881e-14       3.480610725514e-15      -5.145700692239e-16 
  728       2.322666750263e-10       5.403458584250e-12      -7.384743015231e-12       8.096909467897e-15       1.255773709949e-14       3.494796853579e-15      -5.143168158526e-16 
  729       2.322200098710e-10       5.412078625617e-12      -7.606513011692e-12       8.099591406944e-15       1.249188554297e-14       3.508785828605e-15      -5.140069770251e-16 
  730       2.321969109526e-10       5.419928139152e-12      -7.827795977402e-12       8.102333051952e-15       1.242645029052e-14       3.522575958391e-15      -5.136407287378e-16 
  731       2.321974116253e-10       5.427001033845e-12      -8.048499167763e-12       8.105137070581e-15       1.236142618867e-14       3.536165563432e-15      -5.132183091724e-16 
  732       2.322213678656e-10       5.433297937664e-12      -8.268555441144e-12       8.108004806959e-15       1.229681110385e-14       3.549553024893e-15      -5.127401900941e-16 
  733       2.322685882535e-10       5.438821225393e-12      -8.487903663808e-12       8.110937275569e-15       1.223260361383e-14       3.562736737609e-15      -5.122069089180e-16 
  734       2.323388776090e-10       5.443573349261e-12      -8.706482128944e-12       8.113935494982e-15       1.216880223227e-14       3.575715094307e-15      -5.116190123430e-16 
  735       2.324320369774e-10       5.447556839258e-12      -8.924228554852e-12       8.117000487857e-15       1.210540540846e-14       3.588486485621e-15      -5.109770563871e-16 
  736       2.325478636139e-10       5.450774303463e-12      -9.141080083122e-12       8.120133280951e-15       1.204241152704e-14       3.601049300097e-15      -5.102816064228e-16 
  737       2.326861509695e-10       5.453228428357e-12      -9.356973276818e-12       8.123334905115e-15       1.197981890767e-14       3.613401924210e-15      -5.095332372121e-16 
  738       2.328466886759e-10       5.454921979152e-12      -9.571844118663e-12       8.126606395303e-15       1.191762580479e-14       3.625542742372e-15      -5.087325329419e-16 
  739       2.330292625307e-10       5.455857800109e-12      -9.785628009217e-12       8.129948790571e-15       1.185583040734e-14       3.637470136941e-15      -5.078800872590e-16 
  740       2.332336544826e-10       5.456038814857e-12      -9.998259765065e-12       8.133363134085e-15       1.179443083840e-14       3.649182488237e-15      -5.069765033057e-16 
  741       2.334596426169e-10       5.455468026716e-12      -1.020967361699e-11       8.136850473120e-15       1.173342515498e-14       3.660678174548e-15      -5.060223937549e-16 
  742       2.337070011400e-10       5.454148519022e-12      -1.041980320818e-11       8.140411859065e-15       1.167281134771e-14       3.671955572141e-15      -5.050183808452e-16 
  743       2.339755003656e-10       5.452083455441e-12      -1.062858159238e-11       8.144048347426e-15       1.161258734053e-14       3.683013055279e-15      -5.039650964164e-16 
  744       2.342649066989e-10       5.449276080295e-12      -1.083594123208e-11       8.147760997830e-15       1.155275099043e-14       3.693848996224e-15      -5.028631819446e-16 
  745       2.345749826226e-10       5.445729718883e-12      -1.104181399672e-11       8.151550874028e-15       1.149330008714e-14       3.704461765252e-15      -5.017132885774e-16 
  746       2.349054866817e-10       5.441447777799e-12      -1.124613116086e-11       8.155419043897e-15       1.143423235286e-14       3.714849730664e-15      -5.005160771694e-16 
  747       2.352561734687e-10       5.436433745256e-12      -1.144882340235e-11       8.159366579447e-15       1.137554544199e-14       3.725011258795e-15      -4.992722183170e-16 
  748       2.356267936092e-10       5.430691191409e-12      -1.164982080053e-11       8.163394556819e-15       1.131723694079e-14       3.734944714026e-15      -4.979823923942e-16 
  749       2.360170937463e-10       5.424223768670e-12      -1.184905283440e-11       8.167504056292e-15       1.125930436713e-14       3.744648458795e-15      -4.966472895873e-16 
  750       2.364268165269e-10       5.417035212036e-12      -1.204644838083e-11       8.171696162285e-15       1.120174517022e-14       3.754120853609e-15      -4.952676099306e-16 
  751       2.368557005859e-10       5.409129339406e-12      -1.224193571270e-11       8.175971963362e-15       1.114455673026e-14       3.763360257052e-15      -4.938440633414e-16 
  752       2.373034805321e-10       5.400510051901e-12      -1.243544249710e-11       8.180332552232e-15       1.108773635823e-14       3.772365025797e-15      -4.923773696553e-16 
  753       2.377698869331e-10       5.391181334192e-12      -1.262689579355e-11       8.184779025756e-15       1.103128129554e-14       3.781133514618e-15      -4.908682586615e-16 
  754       2.382546463003e-10       5.381147254813e-12      -1.281622205211e-11       8.189312484946e-15       1.097518871378e-14       3.789664076401e-15      -4.893174701379e-16 
  755       2.387574810747e-10       5.370411966488e-12      -1.300334711163e-11       8.193934034975e-15       1.091945571442e-14       3.797955062154e-15      -4.877257538866e-16 
  756       2.392781096116e-10       5.358979706448e-12      -1.318819619789e-11       8.198644785171e-15       1.086407932851e-14       3.806004821014e-15      -4.860938697688e-16 
  757       2.398162461660e-10       5.346854796757e-12      -1.337069392182e-11       8.203445849029e-15       1.080905651642e-14       3.813811700268e-15      -4.844225877404e-16 
  758       2.403716008778e-10       5.334041644627e-12      -1.355076427762e-11       8.208338344209e-15       1.075438416754e-14       3.821374045353e-15      -4.827126878871e-16 
  759       2.409438797570e-10       5.320544742745e-12      -1.372833064103e-11       8.213323392543e-15       1.070005909999e-14       3.828690199873e-15      -4.809649604596e-16 
  760       2.415327846689e-10       5.306368669591e-12      -1.390331576744e-11       8.218402120034e-15       1.064607806032e-14       3.835758505609e-15      -4.791802059088e-16 
  761       2.421380133192e-10       5.291518089761e-12      -1.407564179010e-11       8.223575656863e-15       1.059243772325e-14       3.842577302528e-15      -4.773592349213e-16 
  762       2.427592592395e-10       5.275997754286e-12      -1.424523021830e-11       8.228845137389e-15       1.053913469137e-14       3.849144928796e-15      -4.755028684544e-16 
  763       2.433962117722e-10       5.259812500954e-12      -1.441200193556e-11       8.234211700157e-15       1.048616549486e-14       3.855459720788e-15      -4.736119377713e-16 
  764       2.440485560558e-10       5.242967254633e-12      -1.457587719782e-11       8.239676487897e-15       1.043352659118e-14       3.861520013097e-15      -4.716872844767e-16 
  765       2.447159730103e-10       5.225467027590e-12      -1.473677563158e-11       8.245240647529e-15       1.038121436480e-14       3.867324138551e-15      -4.697297605518e-16 
  766       2.453981393221e-10       5.207316919812e-12      -1.489461623212e-11       8.250905330164e-15       1.032922512694e-14       3.872870428215e-15      -4.677402283894e-16 
  767       2.460947274294e-10       5.188522119329e-12      -1.504931736170e-11       8.256671691114e-15       1.027755511520e-14       3.878157211409e-15      -4.657195608295e-16 
  768       2.468054055074e-10       5.169087902535e-12      -1.520079674770e-11       8.262540889887e-15       1.022620049339e-14       3.883182815715e-15      -4.636686411942e-16 
  769       2.475298374533e-10       5.149019634507e-12      -1.534897148080e-11       8.268514090194e-15       1.017515735113e-14       3.887945566991e-15      -4.615883633234e-16 
  770       2.482676828719e-10       5.128322769329e-12      -1.549375801321e-11       8.274592459955e-15       1.012442170363e-14       3.892443789379e-15      -4.594796316094e-16 
  771       2.490185969423e-10       5.107003565268e-12      -1.563508240987e-11       8.280776865379e-15       1.007399000875e-14       3.896676621684e-15      -4.573432254307e-16 
  772       2.497822300462e-10       5.085071244510e-12      -1.577291131849e-11       8.287066946873e-15       1.002386072942e-14       3.900646483424e-15      -4.551793895664e-16 
  773       2.505582281033e-10       5.062535874926e-12      -1.590722158195e-11       8.293462025656e-15       9.974032800236e-15       3.904356655469e-15      -4.529882361010e-16 
  774       2.513462326741e-10       5.039407659386e-12      -1.603799003859e-11       8.299961408035e-15       9.924505112553e-15       3.907810468068e-15      -4.507698793326e-16 
  775       2.521458809453e-10       5.015696936222e-12      -1.616519352241e-11       8.306564385344e-15       9.875276514323e-15       3.911011301031e-15      -4.485244357803e-16 
  776       2.529568057145e-10       4.991414179692e-12      -1.628880886341e-11       8.313270233892e-15       9.826345809914e-15       3.913962583902e-15      -4.462520241923e-16 
  777       2.537786353758e-10       4.966570000450e-12      -1.640881288773e-11       8.320078214898e-15       9.777711759921e-15       3.916667796135e-15      -4.439527655540e-16 
  778       2.546109939049e-10       4.941175146004e-12      -1.652518241802e-11       8.326987574436e-15       9.729373080987e-15       3.919130467269e-15      -4.416267830957e-16 
  779       2.554535008442e-10       4.915240501190e-12      -1.663789427357e-11       8.333997543374e-15       9.681328445617e-15       3.921354177102e-15      -4.392742023006e-16 
  780       2.563057712880e-10       4.888777088630e-12      -1.674692527066e-11       8.341107337320e-15       9.633576481998e-15       3.923342555872e-15      -4.368951509127e-16 
  781       2.571674158677e-10       4.861796069201e-12      -1.685225222276e-11       8.348316156560e-15       9.586115773816e-15       3.925099284425e-15      -4.344897589446e-16 
  782       2.580380407370e-10       4.834308742499e-12      -1.695385194076e-11       8.355623186000e-15       9.538944860070e-15       3.926628094396e-15      -4.320581586856e-16 
  783       2.589172475571e-10       4.806326547305e-12      -1.705170123327e-11       8.363027595109e-15       9.492062234892e-15       3.927932768381e-15      -4.296004847094e-16 
  784       2.598046334818e-10       4.777861062049e-12      -1.714577690686e-11       8.370528537859e-15       9.445466347363e-15       3.929017140116e-15      -4.271168738822e-16 
  785       2.606997911428e-10       4.748924005280e-12      -1.723605576627e-11       8.378125152670e-15       9.399155601331e-15       3.929885094648e-15      -4.246074653705e-16 
  786       2.616023086348e-10       4.719527236123e-12      -1.732251461469e-11       8.385816562347e-15       9.353128355228e-15       3.930540568515e-15      -4.220724006491e-16 
  787       2.625117695007e-10       4.689682754751e-12      -1.740513025403e-11       8.393601874024e-15       9.307382921884e-15       3.930987549919e-15      -4.195118235088e-16 
  788       2.634277527167e-10       4.659402702849e-12      -1.748387948512e-11       8.401480179104e-15       9.261917568351e-15       3.931230078900e-15      -4.169258800645e-16 
  789       2.643498326777e-10       4.628699364079e-12      -1.755873910799e-11       8.409450553206e-15       9.216730515711e-15       3.931272247516e-15      -4.143147187632e-16 
  790       2.652775791824e-10       4.597585164542e-12      -1.762968592212e-11       8.417512056100e-15       9.171819938901e-15       3.931118200013e-15      -4.116784903917e-16 
  791       2.662105574184e-10       4.566072673249e-12      -1.769669672670e-11       8.425663731650e-15       9.127183966527e-15       3.930772133005e-15      -4.090173480843e-16 
  792       2.671483279472e-10       4.534174602582e-12      -1.775974832084e-11       8.433904607760e-15       9.082820680680e-15       3.930238295648e-15      -4.063314473315e-16 
