# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   19       1.066598322170e-10       4.594985052410e-16       1.271212566942e-13       1.044261988624e-17       2.994310995759e-10       2.760275918930e-11      -1.137373182073e-15 
   20       1.088145074243e-10       5.473649731410e-16       1.335797890093e-13       1.155198607792e-17       2.733602321486e-10       2.543479264286e-11       2.126446207234e-15 
   21       1.110237939603e-10       6.500783917848e-16       1.404390900763e-13       1.271868420200e-17       2.504594838315e-10       2.349671973562e-11       1.442196298275e-15 
   22       1.132928042550e-10       7.669189871426e-16       1.475675298238e-13       1.394291231541e-17       2.301632720563e-10       2.174966662719e-11      -1.912035113504e-15 
   23       1.156273436926e-10       8.983562249158e-16       1.547316846464e-13       1.522485841439e-17       2.121894294393e-10       2.019786392876e-11      -6.401915174398e-15 
   24       1.180156119440e-10       1.045057864544e-15       1.616163268343e-13       1.656469937263e-17       1.961169936683e-10       1.883530837237e-11      -1.026618578015e-14 
   25       1.204533013563e-10       1.207039544830e-15       1.679311471605e-13       1.796259833928e-17       1.817204207532e-10       1.762543489407e-11      -1.258143558364e-14 
   26       1.229280610119e-10       1.384221829177e-15       1.733992657938e-13       1.941870391151e-17       1.687106002834e-10       1.651243004767e-11      -1.281604401966e-14 
   27       1.254469853479e-10       1.577766749248e-15       1.779379214221e-13       2.093315017224e-17       1.570154653254e-10       1.548913120581e-11      -1.133804077810e-14 
   28       1.280104959203e-10       1.789394866959e-15       1.815407952147e-13       2.250605386415e-17       1.464885601198e-10       1.455331262871e-11      -8.997589338904e-15 
   29       1.306075537140e-10       2.020870959601e-15       1.842255523768e-13       2.413751441937e-17       1.368683728476e-10       1.369367423107e-11      -6.766736316624e-15 
   30       1.332408147481e-10       2.273179928383e-15       1.860217665392e-13       2.582762027858e-17       1.280988089480e-10       1.290779417058e-11      -5.056806614983e-15 
   31       1.359084209120e-10       2.547021873290e-15       1.869818699583e-13       2.757644246835e-17       1.201121176804e-10       1.218929347560e-11      -4.144200798088e-15 
   32       1.386019870234e-10       2.843058795654e-15       1.871580704274e-13       2.938403502852e-17       1.127786831826e-10       1.152634352286e-11      -4.232832188781e-15 
   33       1.413275376360e-10       3.162073965328e-15       1.865034987769e-13       3.125044741118e-17       1.060565421253e-10       1.091607708343e-11      -5.056505754446e-15 
   34       1.440904850133e-10       3.504863354635e-15       1.849342122228e-13       3.317571465740e-17       9.988412755920e-11       1.035433944073e-11      -6.118284388994e-15 
   35       1.468909314894e-10       3.872200966457e-15       1.823568507112e-13       3.515985990322e-17       9.416716815974e-11       9.833926153190e-12      -6.904424977010e-15 
   36       1.497293064227e-10       4.264873711484e-15       1.786791494227e-13       3.720291788923e-17       8.888958706895e-11       9.353363732173e-12      -7.302144611235e-15 
   37       1.526013715324e-10       4.683654101964e-15       1.738015513749e-13       3.930491850177e-17       8.403377560101e-11       8.910503620008e-12      -7.321695786759e-15 
   38       1.554958052361e-10       5.129288029815e-15       1.676134047345e-13       4.146588000958e-17       7.954710849913e-11       8.499800134268e-12      -6.987201249718e-15 
   39       1.583995222843e-10       5.602454051240e-15       1.600200212733e-13       4.368581740520e-17       7.536064897931e-11       8.114235873616e-12      -6.352612491833e-15 
   40       1.613175731004e-10       6.103630222634e-15       1.510368928829e-13       4.596477187309e-17       7.146077077621e-11       7.752642999491e-12      -5.553293750396e-15 
   41       1.642588195886e-10       6.633177945067e-15       1.407262652635e-13       4.830279066610e-17       6.783656597083e-11       7.414358560297e-12      -4.773980819128e-15 
   42       1.672302191724e-10       7.191371224695e-15       1.291733634444e-13       5.069991945564e-17       6.445849636735e-11       7.097065678455e-12      -4.237774067046e-15 
   43       1.702362951373e-10       7.778485634991e-15       1.164559713775e-13       5.315620819782e-17       6.128914161506e-11       6.797726306418e-12      -4.143668871596e-15 
   44       1.732779770069e-10       8.395110900320e-15       1.025386768052e-13       5.567173032090e-17       5.832314581260e-11       6.516061268550e-12      -4.450411782469e-15 
   45       1.763529526718e-10       9.041926848091e-15       8.734789932348e-14       5.824656994514e-17       5.555709556187e-11       6.251917498007e-12      -5.029133842426e-15 
   46       1.794556291750e-10       9.719618277202e-15       7.080011960055e-14       6.088081737798e-17       5.297753647302e-11       6.004217678485e-12      -5.720519589292e-15 
   47       1.825768517854e-10       1.042887562772e-14       5.280120342779e-14       6.357456972048e-17       5.056019283046e-11       5.770887253665e-12      -6.333012802211e-15 
   48       1.857074045019e-10       1.117030737180e-14       3.326494563049e-14       6.632792924671e-17       4.827735280989e-11       5.549523606422e-12      -6.692768232984e-15 
   49       1.888503338969e-10       1.194414642086e-14       1.217646031749e-14       6.914099658630e-17       4.612430664811e-11       5.339796967444e-12      -6.814343969257e-15 
   50       1.920116165498e-10       1.275046210879e-14      -1.045450178961e-14       7.201387666213e-17       4.409902036812e-11       5.141600887397e-12      -6.775042429074e-15 
   51       1.951965950930e-10       1.358923750495e-14      -3.461091593522e-14       7.494668123029e-17       4.219426613580e-11       4.954334896613e-12      -6.668190383682e-15 
   52       1.984098902155e-10       1.446036557988e-14      -6.026817867375e-14       7.793952937299e-17       4.039725853566e-11       4.776869380341e-12      -6.603984805070e-15 
   53       2.016549797886e-10       1.536374921941e-14      -8.740582539632e-14       8.099253530418e-17       3.869361567468e-11       4.607918541329e-12      -6.682310544198e-15 
   54       2.049330117458e-10       1.629964028644e-14      -1.160469215615e-13       8.410576697081e-17       3.708127555088e-11       4.447352733214e-12      -6.901040336527e-15 
   55       2.082435325781e-10       1.726838106377e-14      -1.462282696663e-13       8.727927766510e-17       3.555952426010e-11       4.295162366874e-12      -7.225628989325e-15 
   56       2.115846938337e-10       1.827030854541e-14      -1.779894686126e-13       9.051311774169e-17       3.412480611345e-11       4.151061752451e-12      -7.614755638937e-15 
   57       2.149531501642e-10       1.930575495644e-14      -2.113731131259e-13       9.380733457850e-17       3.277054124758e-11       4.014471085185e-12      -8.019994413018e-15 
   58       2.183439573712e-10       2.037504827297e-14      -2.464249931741e-13       9.716197253759e-17       3.148694323493e-11       3.884498431248e-12      -8.385485092778e-15 
   59       2.217523095679e-10       2.147840330035e-14      -2.831820155121e-13       1.005770618558e-16       3.026368472391e-11       3.760193671365e-12      -8.660666033636e-15 
   60       2.251794533146e-10       2.261556418916e-14      -3.216322398849e-13       1.040525823930e-16       2.909903148625e-11       3.641420111292e-12      -8.842673910120e-15 
   61       2.286279691745e-10       2.378607967215e-14      -3.617458979918e-13       1.075884913808e-16       2.799251098926e-11       3.528153807494e-12      -8.943225895500e-15 
   62       2.321000145558e-10       2.498940208152e-14      -4.034866429913e-13       1.111847333470e-16       2.694216677905e-11       3.420220790967e-12      -8.976534291450e-15 
   63       2.355972841017e-10       2.622488415895e-14      -4.468113327209e-13       1.148412397010e-16       2.594447263415e-11       3.317288271983e-12      -8.959419978700e-15 
   64       2.391209700793e-10       2.749177586564e-14      -4.916698129164e-13       1.185579283191e-16       2.499424671914e-11       3.218855844828e-12      -8.911425867697e-15 
   65       2.426718779263e-10       2.878931741262e-14      -5.380159562877e-13       1.223347134975e-16       2.408606463519e-11       3.124397038413e-12      -8.850871500419e-15 
   66       2.462508903040e-10       3.011704841678e-14      -5.858439839788e-13       1.261715391886e-16       2.321903922373e-11       3.033838566835e-12      -8.781790853251e-15 
   67       2.498585308051e-10       3.147455870984e-14      -6.351594715774e-13       1.300683520834e-16       2.239290257516e-11       2.947167153355e-12      -8.704422816570e-15 
   68       2.534947828576e-10       3.286139740609e-14      -6.859688682536e-13       1.340250917437e-16       2.160655335622e-11       2.864283636526e-12      -8.619025861418e-15 
   69       2.571590544544e-10       3.427707240395e-14      -7.382795948281e-13       1.380416904781e-16       2.085801289082e-11       2.784998380414e-12      -8.525877955925e-15 
   70       2.608501428822e-10       3.572104988743e-14      -7.921001418414e-13       1.421180732171e-16       2.014438124079e-11       2.709026684820e-12      -8.425276481734e-15 
   71       2.645661994514e-10       3.719275382762e-14      -8.474401676222e-13       1.462541573890e-16       1.946179328676e-11       2.635984195497e-12      -8.317538150427e-15 
   72       2.683054428730e-10       3.869155347557e-14      -9.043036552569e-13       1.504498843938e-16       1.880640352551e-11       2.565489655754e-12      -8.203221714001e-15 
   73       2.720685362968e-10       4.021672416950e-14      -9.626666448957e-13       1.547053212963e-16       1.817765690419e-11       2.497506194451e-12      -8.083845773222e-15 
   74       2.758566049308e-10       4.176747806863e-14      -1.022495384488e-12       1.590205785189e-16       1.757556937687e-11       2.432057558778e-12      -7.961309243023e-15 
   75       2.796705099518e-10       4.334297473563e-14      -1.083752832787e-12       1.633957805597e-16       1.699973473201e-11       2.369124474681e-12      -7.837685684612e-15 
   76       2.835108303276e-10       4.494232036398e-14      -1.146398598942e-12       1.678310665896e-16       1.644930416002e-11       2.308642507802e-12      -7.715228308520e-15 
   77       2.873778446391e-10       4.656456700524e-14      -1.210388882097e-12       1.723265910493e-16       1.592296582065e-11       2.250499924414e-12      -7.596374977651e-15 
   78       2.912715129014e-10       4.820871179638e-14      -1.275676410987e-12       1.768825242459e-16       1.541892441059e-11       2.194535552360e-12      -7.483753210327e-15 
   79       2.951914583863e-10       4.987369618714e-14      -1.342210383533e-12       1.814990529505e-16       1.493488073089e-11       2.140536641986e-12      -7.380185183336e-15 
   80       2.991372495114e-10       5.155842524107e-14      -1.409940804303e-12       1.861763863090e-16       1.446859763773e-11       2.088295178101e-12      -7.288049980550e-15 
   81       3.031093418770e-10       5.326183109899e-14      -1.478832497272e-12       1.909147734436e-16       1.401975603638e-11       2.037792784173e-12      -7.207231781786e-15 
   82       3.071082674103e-10       5.498281917806e-14      -1.548853427730e-12       1.957144900125e-16       1.358838541957e-11       1.989044175160e-12      -7.136822808819e-15 
   83       3.111343364026e-10       5.672024868215e-14      -1.619970541273e-12       2.005758338517e-16       1.317429668684e-11       1.942040518278e-12      -7.075727637412e-15 
   84       3.151876248873e-10       5.847293220088e-14      -1.692149784844e-12       2.054991256705e-16       1.277707257103e-11       1.896748376369e-12      -7.022656297512e-15 
   85       3.192679620192e-10       6.023963530871e-14      -1.765356127770e-12       2.104847097473e-16       1.239605806468e-11       1.853108651260e-12      -6.976117373433e-15 
   86       3.233749174528e-10       6.201907616396e-14      -1.839553582801e-12       2.155329546243e-16       1.203035084647e-11       1.811035527129e-12      -6.934411104044e-15 
   87       3.275077887210e-10       6.380992510788e-14      -1.914705227145e-12       2.206442538037e-16       1.167879170769e-11       1.770415413868e-12      -6.895622482957e-15 
   88       3.316655886139e-10       6.561080426370e-14      -1.990773223510e-12       2.258190264426e-16       1.133995497866e-11       1.731105890443e-12      -6.857614358718e-15 
   89       3.358473712931e-10       6.742031306034e-14      -2.067717843522e-12       2.310576766562e-16       1.101248530678e-11       1.692970485360e-12      -6.818438633374e-15 
   90       3.400532967757e-10       6.923711026605e-14      -2.145494316567e-12       2.363604625953e-16       1.069618940328e-11       1.655991573952e-12      -6.777658821586e-15 
   91       3.442837109560e-10       7.105984414432e-14      -2.224055523094e-12       2.417276080168e-16       1.039109871432e-11       1.620173326636e-12      -6.735223210866e-15 
   92       3.485388142940e-10       7.288712766240e-14      -2.303352954242e-12       2.471593419224e-16       1.009713399152e-11       1.585506935869e-12      -6.691064604772e-15 
   93       3.528186542685e-10       7.471753847879e-14      -2.383336717925e-12       2.526558986338e-16       9.814100907222e-12       1.551970096399e-12      -6.645099686751e-15 
   94       3.571231178301e-10       7.654961893061e-14      -2.463955544928e-12       2.582175178679e-16       9.541685669680e-12       1.519526485514e-12      -6.597228383966e-15 
   95       3.614519238552e-10       7.838187602109e-14      -2.545156795000e-12       2.638444448122e-16       9.279450638315e-12       1.488125243286e-12      -6.547333231132e-15 
   96       3.658046155988e-10       8.021278140698e-14      -2.626886462946e-12       2.695369301999e-16       9.026829938935e-12       1.457700452828e-12      -6.495278734351e-15 
   97       3.701805531480e-10       8.204077138599e-14      -2.709089184718e-12       2.752952303857e-16       8.783125078960e-12       1.428170620533e-12      -6.440910734946e-15 
   98       3.745789058756e-10       8.386424688426e-14      -2.791708243508e-12       2.811196074206e-16       8.547500562657e-12       1.399438156328e-12      -6.384055773290e-15 
   99       3.789988618625e-10       8.568160773054e-14      -2.874686268713e-12       2.870103430362e-16       8.319173917662e-12       1.371413007417e-12      -6.324605795309e-15 
  100       3.834403063248e-10       8.749136104538e-14      -2.957967432616e-12       2.929677826944e-16       8.098025964117e-12       1.344088502608e-12      -6.262787337047e-15 
  101       3.879032257082e-10       8.929202825239e-14      -3.041495577609e-12       2.989922979458e-16       7.884069241440e-12       1.317475335114e-12      -6.198929463341e-15 
  102       3.923874944362e-10       9.108211255913e-14      -3.125213565394e-12       3.050842733187e-16       7.677259305931e-12       1.291578143337e-12      -6.133382219916e-15 
  103       3.968928699937e-10       9.286009936004e-14      -3.209063291463e-12       3.112441065625e-16       7.477492702501e-12       1.266395283889e-12      -6.066517031678e-15 
  104       4.014189880104e-10       9.462445663959e-14      -3.292985699600e-12       3.174722088917e-16       7.284604936401e-12       1.241918604605e-12      -5.998727100997e-15 
  105       4.059653573436e-10       9.637363537522e-14      -3.376920796364e-12       3.237690052303e-16       7.098368444952e-12       1.218133217564e-12      -5.930427806007e-15 
  106       4.105313551622e-10       9.810606994042e-14      -3.460807665586e-12       3.301349344550e-16       6.918490569272e-12       1.195017272109e-12      -5.862057098885e-15 
  107       4.151162220294e-10       9.982017850778e-14      -3.544584482852e-12       3.365704496397e-16       6.744611526008e-12       1.172541727859e-12      -5.794075904153e-15 
  108       4.197190569861e-10       1.015143634520e-13      -3.628188530004e-12       3.430760182991e-16       6.576302379060e-12       1.150670127735e-12      -5.726968516960e-15 
  109       4.243388126345e-10       1.031870117529e-13      -3.711556209621e-12       3.496521226324e-16       6.413063011317e-12       1.129358370971e-12      -5.661243001375e-15 
  110       4.289744820411e-10       1.048365335731e-13      -3.794623775566e-12       3.562992772664e-16       6.254434063979e-12       1.108565633611e-12      -5.597335370487e-15 
  111       4.336256971822e-10       1.064614827374e-13      -3.877329599766e-12       3.630180845405e-16       6.100353388185e-12       1.088289205402e-12      -5.535307334753e-15 
  112       4.382921982412e-10       1.080604524982e-13      -3.959612223998e-12       3.698091867862e-16       5.950841627919e-12       1.068533707227e-12      -5.475110437421e-15 
  113       4.429736456387e-10       1.096320395083e-13      -4.041409691053e-12       3.766732498717e-16       5.805891432484e-12       1.049300226091e-12      -5.416678273813e-15 
  114       4.476696170006e-10       1.111748445995e-13      -4.122659566265e-12       3.836109636182e-16       5.665466548312e-12       1.030586197694e-12      -5.359925943982e-15 
  115       4.523796041264e-10       1.126874735603e-13      -4.203298959038e-12       3.906230422156e-16       5.529500910760e-12       1.012385289010e-12      -5.304749505373e-15 
  116       4.571030099582e-10       1.141685379145e-13      -4.283264544377e-12       3.977102246382e-16       5.397897735919e-12       9.946872808634e-13      -5.251025425476e-15 
  117       4.618391455489e-10       1.156166556994e-13      -4.362492584413e-12       4.048732750608e-16       5.270528612417e-12       9.774779504986e-13      -5.198610034481e-15 
  118       4.665872270305e-10       1.170304522440e-13      -4.440918949932e-12       4.121129832746e-16       5.147232593220e-12       9.607389541617e-13      -5.147338977944e-15 
  119       4.713463725831e-10       1.184085609468e-13      -4.518479141906e-12       4.194301651028e-16       5.027815287441e-12       9.444477096730e-13      -5.097026669433e-15 
  120       4.761155994029e-10       1.197496240547e-13      -4.595108313016e-12       4.268256628169e-16       4.912047952136e-12       9.285772790039e-13      -5.047465743192e-15 
  121       4.808938206710e-10       1.210522934409e-13      -4.670741289187e-12       4.343003455522e-16       4.799666584114e-12       9.130962508513e-13      -4.998426506796e-15 
  122       4.856798425218e-10       1.223152313827e-13      -4.745312591110e-12       4.418551097238e-16       4.690371011741e-12       8.979686232143e-13      -4.949656393808e-15 
  123       4.904725106615e-10       1.235371507446e-13      -4.818757094762e-12       4.494908102288e-16       4.583889269077e-12       8.831618838565e-13      -4.900931320337e-15 
  124       4.952711757541e-10       1.247169390936e-13      -4.891012053027e-12       4.572080442165e-16       4.480181026714e-12       8.686725529361e-13      -4.852217601130e-15 
  125       5.000752760357e-10       1.258535503751e-13      -4.962015347972e-12       4.650073431453e-16       4.379255928714e-12       8.545033671295e-13      -4.803527689809e-15 
  126       5.048841906180e-10       1.269459678631e-13      -5.031704898951e-12       4.728892396444e-16       4.281110013025e-12       8.406552921920e-13      -4.754869803515e-15 
  127       5.096972376343e-10       1.279932052484e-13      -5.100018689150e-12       4.808542673846e-16       4.185725316913e-12       8.271274700331e-13      -4.706247783929e-15 
  128       5.145136723857e-10       1.289943077269e-13      -5.166894792151e-12       4.889029609505e-16       4.093069482400e-12       8.139171657911e-13      -4.657660958306e-15 
  129       5.193326854866e-10       1.299483530877e-13      -5.232271398485e-12       4.970358557107e-16       4.003095361692e-12       8.010197149087e-13      -4.609104000496e-15 
  130       5.241534010108e-10       1.308544528016e-13      -5.296086842184e-12       5.052534876903e-16       3.915740622613e-12       7.884284702076e-13      -4.560566791980e-15 
  131       5.289748746373e-10       1.317117531090e-13      -5.358279627344e-12       5.135563934411e-16       3.830927354044e-12       7.761347489642e-13      -4.512034282888e-15 
  132       5.337960917966e-10       1.325194361084e-13      -5.418788454673e-12       5.219451099138e-16       3.748561671351e-12       7.641277799840e-13      -4.463486353034e-15 
  133       5.386159658160e-10       1.332767208446e-13      -5.477552248052e-12       5.304201743289e-16       3.668533321818e-12       7.523946506771e-13      -4.414897672941e-15 
  134       5.434333360660e-10       1.339828643968e-13      -5.534510181089e-12       5.389821240478e-16       3.590715290084e-12       7.409202541333e-13      -4.366237564867e-15 
  135       5.482469661061e-10       1.346371629669e-13      -5.589601703675e-12       5.476314964448e-16       3.514963403577e-12       7.296872361969e-13      -4.317469863834e-15 
  136       5.530555418306e-10       1.352389529680e-13      -5.642766568537e-12       5.563688287778e-16       3.441115937941e-12       7.186759425421e-13      -4.268552778657e-15 
  137       5.578577920125e-10       1.357876452103e-13      -5.693945417268e-12       5.651946831774e-16       3.369027717706e-12       7.078686622704e-13      -4.219447435689e-15 
  138       5.626528679383e-10       1.362828291491e-13      -5.743081550627e-12       5.741097248048e-16       3.298677236039e-12       6.972629663378e-13      -4.170144802057e-15 
  139       5.674399997249e-10       1.367241815383e-13      -5.790119392631e-12       5.831146515752e-16       3.230069923144e-12       6.868596554547e-13      -4.120641297894e-15 
  140       5.722183763794e-10       1.371114355861e-13      -5.835003977347e-12       5.922101697965e-16       3.163204471626e-12       6.766585619918e-13      -4.070930280509e-15 
  141       5.769871447217e-10       1.374443822535e-13      -5.877680979000e-12       6.013969941998e-16       3.098072660869e-12       6.666585243260e-13      -4.021001960529e-15 
  142       5.817454083077e-10       1.377228715526e-13      -5.918096742078e-12       6.106758479706e-16       3.034659181423e-12       6.568573611864e-13      -3.970843318039e-15 
  143       5.864922263514e-10       1.379468138449e-13      -5.956198311442e-12       6.200474627788e-16       2.972941459380e-12       6.472518460004e-13      -3.920438018713e-15 
  144       5.912266126486e-10       1.381161811395e-13      -5.991933462431e-12       6.295125788104e-16       2.912889480758e-12       6.378376812391e-13      -3.869766329960e-15 
  145       5.959475344990e-10       1.382310083919e-13      -6.025250730966e-12       6.390719447973e-16       2.854465615881e-12       6.286094727638e-13      -3.818805037058e-15 
  146       6.006539116291e-10       1.382913948016e-13      -6.056099443662e-12       6.487263180486e-16       2.797624443763e-12       6.195607041717e-13      -3.767527359297e-15 
  147       6.053446151154e-10       1.382975051110e-13      -6.084429747932e-12       6.584764644813e-16       2.742312576484e-12       6.106837111416e-13      -3.715902866110e-15 
  148       6.100184663067e-10       1.382495709034e-13      -6.110192642091e-12       6.683231586509e-16       2.688468483577e-12       6.019696557803e-13      -3.663897393220e-15 
  149       6.146742357473e-10       1.381478919016e-13      -6.133340005469e-12       6.782671837821e-16       2.636022316406e-12       5.934085009684e-13      -3.611472958772e-15 
  150       6.193106420995e-10       1.379928372659e-13      -6.153824628511e-12       6.883093317998e-16       2.584895732547e-12       5.849889847060e-13      -3.558587679475e-15 
  151       6.239263510664e-10       1.377848468926e-13      -6.171600242890e-12       6.984504033595e-16       2.535001720171e-12       5.766985944587e-13      -3.505195686738e-15 
  152       6.285199743151e-10       1.375244327124e-13      -6.186621551607e-12       7.086912078785e-16       2.486244422423e-12       5.685235415038e-13      -3.451247042811e-15 
  153       6.330901730229e-10       1.372121859618e-13      -6.198844584881e-12       7.190324920779e-16       2.438538843371e-12       5.604521323125e-13      -3.396710131005e-15 
  154       6.376359816124e-10       1.368487970271e-13      -6.208227741642e-12       7.294747180734e-16       2.391872396191e-12       5.524852892505e-13      -3.341641344317e-15 
  155       6.421565121900e-10       1.364350399286e-13      -6.214730902683e-12       7.400182646238e-16       2.346248766883e-12       5.446269632804e-13      -3.286121743721e-15 
  156       6.466508520860e-10       1.359717678310e-13      -6.218315145081e-12       7.506634964351e-16       2.301668473055e-12       5.368808165181e-13      -3.230235196525e-15 
  157       6.511180633104e-10       1.354599143718e-13      -6.218942773966e-12       7.614107638269e-16       2.258128789568e-12       5.292502138799e-13      -3.174068406962e-15 
  158       6.555571820086e-10       1.349004949902e-13      -6.216577354284e-12       7.722604023994e-16       2.215623674167e-12       5.217382147293e-13      -3.117710946789e-15 
  159       6.599672179169e-10       1.342946082557e-13      -6.211183742563e-12       7.832127326997e-16       2.174143693119e-12       5.143475645239e-13      -3.061255285888e-15 
  160       6.643471538181e-10       1.336434371973e-13      -6.202728118683e-12       7.942680598888e-16       2.133675946850e-12       5.070806864621e-13      -3.004796822861e-15 
  161       6.686959449975e-10       1.329482506316e-13      -6.191178017636e-12       8.054266734081e-16       2.094203995586e-12       4.999396731303e-13      -2.948433915628e-15 
  162       6.730125186980e-10       1.322104044920e-13      -6.176502361296e-12       8.166888466459e-16       2.055707784984e-12       4.929262781493e-13      -2.892267912025e-15 
  163       6.772957735763e-10       1.314313431570e-13      -6.158671490184e-12       8.280548366045e-16       2.018163571771e-12       4.860419078215e-13      -2.836403180404e-15 
  164       6.815445791580e-10       1.306126007798e-13      -6.137657195231e-12       8.395248835662e-16       1.981543849384e-12       4.792876127776e-13      -2.780947140225e-15 
  165       6.857577752937e-10       1.297558026158e-13      -6.113432749551e-12       8.510992107608e-16       1.945817273603e-12       4.726640796237e-13      -2.726010292660e-15 
  166       6.899341716144e-10       1.288626663526e-13      -6.085972940197e-12       8.627780240314e-16       1.910948588190e-12       4.661716225878e-13      -2.671706251188e-15 
  167       6.940725469872e-10       1.279350034378e-13      -6.055254099935e-12       8.745615115015e-16       1.876898550526e-12       4.598101751668e-13      -2.618151772192e-15 
  168       6.981716489709e-10       1.269747204082e-13      -6.021254139008e-12       8.864498432419e-16       1.843623857246e-12       4.535792817737e-13      -2.565466785559e-15 
  169       7.022301932717e-10       1.259838202185e-13      -5.983952576899e-12       8.984431709367e-16       1.811077069879e-12       4.474780893837e-13      -2.513774425274e-15 
  170       7.062468631989e-10       1.249644035700e-13      -5.943330574098e-12       9.105416275506e-16       1.779206540484e-12       4.415053391819e-13      -2.463201060022e-15 
  171       7.102203977826e-10       1.239186231564e-13      -5.899370621509e-12       9.227453269245e-16       1.747966801473e-12       4.356595357769e-13      -2.413847732497e-15 
  172       7.141498655119e-10       1.228485393399e-13      -5.852055513091e-12       9.350543632242e-16       1.717350862918e-12       4.299394881643e-13      -2.365701740925e-15 
  173       7.180344124844e-10       1.217562549313e-13      -5.801369348026e-12       9.474688108069e-16       1.687360478273e-12       4.243437980730e-13      -2.318717709422e-15 
  174       7.218731756177e-10       1.206439623179e-13      -5.747297895510e-12       9.599887239564e-16       1.657995891153e-12       4.188706788863e-13      -2.272845430256e-15 
  175       7.256652824661e-10       1.195139446000e-13      -5.689828625121e-12       9.726141365498e-16       1.629255803671e-12       4.135179480139e-13      -2.228029777792e-15 
  176       7.294098510385e-10       1.183685767279e-13      -5.628950737191e-12       9.853450617236e-16       1.601137344764e-12       4.082830192624e-13      -2.184210622442e-15 
  177       7.331059896155e-10       1.172103266379e-13      -5.564655193170e-12       9.981814915401e-16       1.573636038525e-12       4.031628952074e-13      -2.141322744609e-15 
