# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  541       3.526783074447e-10       1.190148146878e-12      -8.561654869190e-12       6.360566816163e-15       3.832313154858e-14       1.232395393072e-15       4.727529757809e-16 
  542       3.534927834656e-10       1.175686572827e-12      -8.409850906243e-12       6.379217828484e-15       3.806215434034e-14       1.206662050990e-15       4.624341432204e-16 
  543       3.542826829884e-10       1.161722213556e-12      -8.255662594226e-12       6.397847602885e-15       3.780334437053e-14       1.181733742134e-15       4.521461537009e-16 
  544       3.550478060173e-10       1.148261592869e-12      -8.099164666927e-12       6.416453728307e-15       3.754668926257e-14       1.157613369777e-15       4.418898273389e-16 
  545       3.557879526105e-10       1.135311259593e-12      -7.940433144857e-12       6.435033763198e-15       3.729217598413e-14       1.134303764634e-15       4.316659857097e-16 
  546       3.565029228841e-10       1.122877787571e-12      -7.779545341360e-12       6.453585235371e-15       3.703979084327e-14       1.111807684346e-15       4.214754518333e-16 
  547       3.571925170178e-10       1.110967775666e-12      -7.616579868717e-12       6.472105641873e-15       3.678951948449e-14       1.090127812956e-15       4.113190501587e-16 
  548       3.578565352587e-10       1.099587847755e-12      -7.451616644250e-12       6.490592448852e-15       3.654134688483e-14       1.069266760382e-15       4.011976065492e-16 
  549       3.584947779260e-10       1.088744652727e-12      -7.284736896427e-12       6.509043091419e-15       3.629525734995e-14       1.049227061899e-15       3.911119482671e-16 
  550       3.591070454159e-10       1.078444864480e-12      -7.116023170971e-12       6.527454973516e-15       3.605123451021e-14       1.030011177613e-15       3.810629039590e-16 
  551       3.596931382060e-10       1.068695181922e-12      -6.945559336961e-12       6.545825467782e-15       3.580926131675e-14       1.011621491940e-15       3.710513036403e-16 
  552       3.602528568601e-10       1.059502328963e-12      -6.773430592939e-12       6.564151915414e-15       3.556932003759e-14       9.940603130827e-16       3.610779786806e-16 
  553       3.607860020324e-10       1.050873054519e-12      -6.599723473016e-12       6.582431626038e-15       3.533139225369e-14       9.773298725050e-16       3.511437617883e-16 
  554       3.612923744725e-10       1.042814132506e-12      -6.424525852976e-12       6.600661877571e-15       3.509545885504e-14       9.614323244128e-16       3.412494869958e-16 
  555       3.617717750298e-10       1.035332361838e-12      -6.247926956383e-12       6.618839916087e-15       3.486150003676e-14       9.463697452292e-16       3.313959896444e-16 
  556       3.622240046582e-10       1.028434566425e-12      -6.070017360685e-12       6.636962955685e-15       3.462949529517e-14       9.321441330715e-16       3.215841063690e-16 
  557       3.626488644205e-10       1.022127595172e-12      -5.890889003319e-12       6.655028178350e-15       3.439942342387e-14       9.187574072290e-16       3.118146750834e-16 
  558       3.630461554934e-10       1.016418321974e-12      -5.710635187817e-12       6.673032733823e-15       3.417126250981e-14       9.062114076394e-16       3.020885349651e-16 
  559       3.634156791717e-10       1.011313645715e-12      -5.529350589912e-12       6.690973739462e-15       3.394498992943e-14       8.945078943664e-16       2.924065264403e-16 
  560       3.637572368730e-10       1.006820490269e-12      -5.347131263642e-12       6.708848280111e-15       3.372058234467e-14       8.836485470763e-16       2.827694911687e-16 
  561       3.640706301427e-10       1.002945804492e-12      -5.164074647457e-12       6.726653407965e-15       3.349801569910e-14       8.736349645156e-16       2.731782720288e-16 
  562       3.643556606578e-10       9.996965622221e-13      -4.980279570322e-12       6.744386142433e-15       3.327726521399e-14       8.644686639877e-16       2.636337131023e-16 
  563       3.646121302322e-10       9.970797622786e-13      -4.795846257822e-12       6.762043470006e-15       3.305830538438e-14       8.561510808301e-16       2.541366596597e-16 
  564       3.648398408212e-10       9.951024284581e-13      -4.610876338273e-12       6.779622344122e-15       3.284110997521e-14       8.486835678915e-16       2.446879581447e-16 
  565       3.650385945258e-10       9.937716095326e-13      -4.425472848820e-12       6.797119685031e-15       3.262565201733e-14       8.420673950088e-16       2.352884561594e-16 
  566       3.652081935974e-10       9.930943792473e-13      -4.239740241546e-12       6.814532379660e-15       3.241190380365e-14       8.363037484843e-16       2.259390024494e-16 
  567       3.653484404428e-10       9.930778363180e-13      -4.053784389577e-12       6.831857281479e-15       3.219983688519e-14       8.313937305627e-16       2.166404468885e-16 
  568       3.654591376280e-10       9.937291044293e-13      -3.867712593187e-12       6.849091210366e-15       3.198942206716e-14       8.273383589082e-16       2.073936404636e-16 
  569       3.655400878837e-10       9.950553322317e-13      -3.681633585905e-12       6.866230952474e-15       3.178062940506e-14       8.241385660816e-16       1.981994352599e-16 
  570       3.655910941092e-10       9.970636933397e-13      -3.495657540615e-12       6.883273260095e-15       3.157342820076e-14       8.217951990173e-16       1.890586844459e-16 
  571       3.656120216217e-10       9.997599338940e-13      -3.309887660806e-12       6.900215182522e-15       3.136779169728e-14       8.203065474373e-16       1.799721423861e-16 
  572       3.656029866367e-10       1.003143974553e-12      -3.124394706287e-12       6.917055068179e-15       3.116371130266e-14       8.196608608969e-16       1.709401622115e-16 
  573       3.655641726035e-10       1.007214196337e-12      -2.939241829858e-12       6.933791587784e-15       3.096118272111e-14       8.198436398699e-16       1.619629905071e-16 
  574       3.654957684229e-10       1.011968882374e-12      -2.754492936390e-12       6.950423405647e-15       3.076020128494e-14       8.208400881158e-16       1.530408664336e-16 
  575       3.653979684749e-10       1.017406217370e-12      -2.570212685842e-12       6.966949179667e-15       3.056076195238e-14       8.226351112494e-16       1.441740216762e-16 
  576       3.652709726464e-10       1.023524287072e-12      -2.386466496272e-12       6.983367561309e-15       3.036285930537e-14       8.252133153093e-16       1.353626803926e-16 
  577       3.651149863583e-10       1.030321077727e-12      -2.203320546851e-12       6.999677195595e-15       3.016648754741e-14       8.285590053279e-16       1.266070591614e-16 
  578       3.649302205931e-10       1.037794475552e-12      -2.020841780877e-12       7.015876721095e-15       2.997164050130e-14       8.326561839001e-16       1.179073669302e-16 
  579       3.647168919225e-10       1.045942266194e-12      -1.839097908790e-12       7.031964769906e-15       2.977831160702e-14       8.374885497523e-16       1.092638049639e-16 
  580       3.644752225346e-10       1.054762134199e-12      -1.658157411183e-12       7.047939967647e-15       2.958649391951e-14       8.430394963123e-16       1.006765667931e-16 
  581       3.642054402616e-10       1.064251662470e-12      -1.478089541818e-12       7.063800933439e-15       2.939618010647e-14       8.492921102778e-16       9.214583816213e-17 
  582       3.639077786074e-10       1.074408331733e-12      -1.298964330636e-12       7.079546279900e-15       2.920736244619e-14       8.562291701860e-16       8.367179697758e-17 
  583       3.635824767746e-10       1.085229520006e-12      -1.120852586777e-12       7.095174613123e-15       2.902003282534e-14       8.638331449824e-16       7.525461325633e-17 
  584       3.632297796923e-10       1.096712502055e-12      -9.438259015873e-13       7.110684532672e-15       2.883418273679e-14       8.720861925906e-16       6.689444907392e-17 
  585       3.628499380436e-10       1.108854448864e-12      -7.679566516359e-13       7.126074631560e-15       2.864980327742e-14       8.809701584810e-16       5.859145851276e-17 
  586       3.624432082930e-10       1.121652427097e-12      -5.933180017281e-13       7.141343496246e-15       2.846688514593e-14       8.904665742398e-16       5.034578761043e-17 
  587       3.620098527138e-10       1.135103398561e-12      -4.199839079190e-13       7.156489706614e-15       2.828541864066e-14       9.005566561391e-16       4.215757430793e-17 
  588       3.615501394156e-10       1.149204219674e-12      -2.480291205268e-13       7.171511835963e-15       2.810539365736e-14       9.112213037050e-16       3.402694839791e-17 
  589       3.610643423719e-10       1.163951640923e-12      -7.752918714664e-14       7.186408450994e-15       2.792679968705e-14       9.224410982876e-16       2.595403147295e-17 
  590       3.605527414474e-10       1.179342306333e-12       9.143954433577e-14       7.201178111798e-15       2.774962581380e-14       9.341963016296e-16       1.793893687383e-17 
  591       3.600156224256e-10       1.195372752930e-12       2.587999227306e-13       7.215819371843e-15       2.757386071253e-14       9.464668544362e-16       9.981769637771e-18 
  592       3.594532770361e-10       1.212039410204e-12       4.244739905302e-13       7.230330777958e-15       2.739949264687e-14       9.592323749435e-16       2.082626446702e-18 
  593       3.588660029824e-10       1.229338599572e-12       5.883829808957e-13       7.244710870324e-15       2.722650946690e-14       9.724721574881e-16      -5.758404424487e-18 
  594       3.582541039688e-10       1.247266533845e-12       7.504473146429e-13       7.258958182459e-15       2.705489860702e-14       9.861651710765e-16      -1.354124315968e-17 
  595       3.576178897287e-10       1.265819316691e-12       9.105865972292e-13       7.273071241205e-15       2.688464708371e-14       1.000290057954e-15      -2.126581845328e-17 
  596       3.569576760511e-10       1.284992942099e-12       1.068719615740e-12       7.287048566716e-15       2.671574149340e-14       1.014825132173e-15      -2.893206756194e-17 
  597       3.562737848091e-10       1.304783293841e-12       1.224764335873e-12       7.300888672446e-15       2.654816801021e-14       1.029748378165e-15      -3.653993635632e-17 
  598       3.555665439863e-10       1.325186144938e-12       1.378637898930e-12       7.314590065131e-15       2.638191238380e-14       1.045037449306e-15      -4.408937937282e-17 
  599       3.548362877052e-10       1.346197157127e-12       1.530256618796e-12       7.328151244784e-15       2.621695993718e-14       1.060669666489e-15      -5.158035986533e-17 
  600       3.540833562542e-10       1.367811880318e-12       1.679535978931e-12       7.341570704676e-15       2.605329556451e-14       1.076622016691e-15      -5.901284985694e-17 
  601       3.533080961149e-10       1.390025752064e-12       1.826390629355e-12       7.354846931323e-15       2.589090372892e-14       1.092871151543e-15      -6.638683019171e-17 
  602       3.525108599903e-10       1.412834097023e-12       1.970734383632e-12       7.367978404478e-15       2.572976846030e-14       1.109393385899e-15      -7.370229058642e-17 
  603       3.516920068314e-10       1.436232126421e-12       2.112480215861e-12       7.380963597114e-15       2.556987335312e-14       1.126164696407e-15      -8.095922968229e-17 
  604       3.508519018651e-10       1.460214937520e-12       2.251540257659e-12       7.393800975412e-15       2.541120156424e-14       1.143160720075e-15      -8.815765509670e-17 
  605       3.499909166219e-10       1.484777513075e-12       2.387825795146e-12       7.406488998748e-15       2.525373581073e-14       1.160356752841e-15      -9.529758347500e-17 
  606       3.491094289629e-10       1.509914720805e-12       2.521247265935e-12       7.419026119681e-15       2.509745836766e-14       1.177727748145e-15      -1.023790405422e-16 
  607       3.482078231075e-10       1.535621312855e-12       2.651714256118e-12       7.431410783937e-15       2.494235106594e-14       1.195248315495e-15      -1.094020611546e-16 
  608       3.472864896609e-10       1.561891925257e-12       2.779135497250e-12       7.443641430402e-15       2.478839529007e-14       1.212892719037e-15      -1.163666893519e-16 
  609       3.463458256414e-10       1.588721077399e-12       2.903418863337e-12       7.455716491103e-15       2.463557197602e-14       1.230634876126e-15      -1.232729784085e-16 
  610       3.453862345083e-10       1.616103171485e-12       3.024471367822e-12       7.467634391199e-15       2.448386160900e-14       1.248448355891e-15      -1.301209908854e-16 
  611       3.444081239479e-10       1.644031971619e-12       3.142210712147e-12       7.479393864712e-15       2.433324709757e-14       1.266311250357e-15      -1.369107600582e-16 
  612       3.434118991205e-10       1.672499028504e-12       3.256600239972e-12       7.490994910034e-15       2.418372247567e-14       1.284220918247e-15      -1.436421730849e-16 
  613       3.423979693071e-10       1.701495216119e-12       3.367614810459e-12       7.502437857177e-15       2.403528440373e-14       1.302179589907e-15      -1.503150851547e-16 
  614       3.413667501621e-10       1.731011248004e-12       3.475229322836e-12       7.513723054182e-15       2.388792930994e-14       1.320189526711e-15      -1.569293578986e-16 
  615       3.403186637404e-10       1.761037676556e-12       3.579418717081e-12       7.524850867201e-15       2.374165338898e-14       1.338253021194e-15      -1.634848594288e-16 
  616       3.392541385236e-10       1.791564892323e-12       3.680157974624e-12       7.535821680591e-15       2.359645260069e-14       1.356372397188e-15      -1.699814643783e-16 
  617       3.381736094474e-10       1.822583123303e-12       3.777422119035e-12       7.546635896999e-15       2.345232266889e-14       1.374550009948e-15      -1.764190539400e-16 
  618       3.370775179279e-10       1.854082434244e-12       3.871186216717e-12       7.557293937452e-15       2.330925908004e-14       1.392788246294e-15      -1.827975159062e-16 
  619       3.359663118886e-10       1.886052725936e-12       3.961425377606e-12       7.567796241443e-15       2.316725708202e-14       1.411089524735e-15      -1.891167447077e-16 
  620       3.348404457868e-10       1.918483734510e-12       4.048114755856e-12       7.578143267023e-15       2.302631168285e-14       1.429456295607e-15      -1.953766414537e-16 
  621       3.337003806409e-10       1.951365030738e-12       4.131229550539e-12       7.588335490887e-15       2.288641764939e-14       1.447891041205e-15      -2.015771139705e-16 
  622       3.325465840566e-10       1.984686019324e-12       4.210745006333e-12       7.598373408463e-15       2.274756950612e-14       1.466396275916e-15      -2.077180768410e-16 
  623       3.313795302542e-10       2.018435938208e-12       4.286636414220e-12       7.608257534000e-15       2.260976153387e-14       1.484974546350e-15      -2.137994514446e-16 
  624       3.301997000948e-10       2.052603857857e-12       4.358879112179e-12       7.617988400658e-15       2.247298776849e-14       1.503628431476e-15      -2.198211659956e-16 
  625       3.290075811073e-10       2.087178680567e-12       4.427448485875e-12       7.627566560592e-15       2.233724199968e-14       1.522360542750e-15      -2.257831555835e-16 
  626       3.278036675154e-10       2.122149139754e-12       4.492319969358e-12       7.636992585048e-15       2.220251776963e-14       1.541173524255e-15      -2.316853622116e-16 
  627       3.265884602638e-10       2.157503799259e-12       4.553469045752e-12       7.646267064443e-15       2.206880837182e-14       1.560070052827e-15      -2.375277348368e-16 
  628       3.253624670455e-10       2.193231052639e-12       4.610871247954e-12       7.655390608461e-15       2.193610684971e-14       1.579052838191e-15      -2.433102294089e-16 
  629       3.241262023283e-10       2.229319122466e-12       4.664502159319e-12       7.664363846133e-15       2.180440599549e-14       1.598124623095e-15      -2.490328089095e-16 
  630       3.228801873813e-10       2.265756059622e-12       4.714337414361e-12       7.673187425936e-15       2.167369834882e-14       1.617288183440e-15      -2.546954433920e-16 
  631       3.216249503024e-10       2.302529742603e-12       4.760352699445e-12       7.681862015870e-15       2.154397619556e-14       1.636546328414e-15      -2.602981100205e-16 
  632       3.203610260441e-10       2.339627876805e-12       4.802523753477e-12       7.690388303556e-15       2.141523156647e-14       1.655901900626e-15      -2.658407931094e-16 
  633       3.190889564409e-10       2.377037993833e-12       4.840826368599e-12       7.698766996318e-15       2.128745623599e-14       1.675357776238e-15      -2.713234841625e-16 
  634       3.178092902360e-10       2.414747450787e-12       4.875236390886e-12       7.706998821274e-15       2.116064172096e-14       1.694916865098e-15      -2.767461819124e-16 
  635       3.165225831077e-10       2.452743429568e-12       4.905729721034e-12       7.715084525426e-15       2.103477927932e-14       1.714582110871e-15      -2.821088923602e-16 
  636       3.152293976966e-10       2.491012936170e-12       4.932282315057e-12       7.723024875744e-15       2.090985990887e-14       1.734356491175e-15      -2.874116288143e-16 
  637       3.139303036320e-10       2.529542799978e-12       4.954870184980e-12       7.730820659259e-15       2.078587434603e-14       1.754243017713e-15      -2.926544119302e-16 
  638       3.126258775588e-10       2.568319673066e-12       4.973469399530e-12       7.738472683148e-15       2.066281306452e-14       1.774244736404e-15      -2.978372697495e-16 
  639       3.113167031642e-10       2.607330029494e-12       4.988056084832e-12       7.745981774823e-15       2.054066627409e-14       1.794364727517e-15      -3.029602377394e-16 
  640       3.100033712045e-10       2.646560164603e-12       4.998606425103e-12       7.753348782023e-15       2.041942391933e-14       1.814606105805e-15      -3.080233588323e-16 
  641       3.086864795320e-10       2.685996194316e-12       5.005096663342e-12       7.760574572897e-15       2.029907567832e-14       1.834972020636e-15      -3.130266834646e-16 
  642       3.073666331213e-10       2.725624054430e-12       5.007503102028e-12       7.767660036096e-15       2.017961096138e-14       1.855465656127e-15      -3.179702696165e-16 
  643       3.060444440967e-10       2.765429499917e-12       5.005802103809e-12       7.774606080860e-15       2.006101890985e-14       1.876090231277e-15      -3.228541828511e-16 
  644       3.047205317581e-10       2.805398104222e-12       4.999970092198e-12       7.781413637106e-15       1.994328839476e-14       1.896849000099e-15      -3.276784963539e-16 
  645       3.033955226088e-10       2.845515258553e-12       4.989983552267e-12       7.788083655519e-15       1.982640801560e-14       1.917745251753e-15      -3.324432909721e-16 
  646       3.020700503814e-10       2.885766171188e-12       4.975819031337e-12       7.794617107637e-15       1.971036609905e-14       1.938782310679e-15      -3.371486552539e-16 
  647       3.007447560648e-10       2.926135866764e-12       4.957453139676e-12       7.801014985940e-15       1.959515069770e-14       1.959963536731e-15      -3.417946854877e-16 
  648       2.994202879311e-10       2.966609185577e-12       4.934862551190e-12       7.807278303943e-15       1.948074958878e-14       1.981292325309e-15      -3.463814857420e-16 
  649       2.980973015622e-10       3.007170782882e-12       4.908024004115e-12       7.813408096276e-15       1.936715027291e-14       2.002772107489e-15      -3.509091679040e-16 
  650       2.967764598768e-10       3.047805128183e-12       4.876914301713e-12       7.819405418781e-15       1.925433997283e-14       2.024406350162e-15      -3.553778517195e-16 
  651       2.954583801968e-10       3.088497288273e-12       4.841518715400e-12       7.825271457107e-15       1.914230745908e-14       2.046196470418e-15      -3.597876091860e-16 
  652       2.941434740933e-10       3.129235296994e-12       4.801856399249e-12       7.831007855006e-15       1.903104857453e-14       2.068135527180e-15      -3.641382962872e-16 
  653       2.928321040079e-10       3.170007837139e-12       4.757955545851e-12       7.836616393565e-15       1.892056083106e-14       2.090214388603e-15      -3.684297175689e-16 
  654       2.915246359003e-10       3.210803461039e-12       4.709845038451e-12       7.842098883477e-15       1.881084159302e-14       2.112423804570e-15      -3.726616814680e-16 
  655       2.902214392595e-10       3.251610590082e-12       4.657554454028e-12       7.847457165156e-15       1.870188807646e-14       2.134754406238e-15      -3.768340003358e-16 
  656       2.889228871161e-10       3.292417514234e-12       4.601114066352e-12       7.852693108865e-15       1.859369734843e-14       2.157196705579e-15      -3.809464904617e-16 
  657       2.876293560534e-10       3.333212391553e-12       4.540554849063e-12       7.857808614825e-15       1.848626632618e-14       2.179741094925e-15      -3.849989720966e-16 
  658       2.863412262200e-10       3.373983247711e-12       4.475908478734e-12       7.862805613343e-15       1.837959177646e-14       2.202377846510e-15      -3.889912694769e-16 
  659       2.850588813410e-10       3.414717975512e-12       4.407207337942e-12       7.867686064925e-15       1.827367031471e-14       2.225097112015e-15      -3.929232108479e-16 
  660       2.837827087299e-10       3.455404334410e-12       4.334484518335e-12       7.872451960395e-15       1.816849840435e-14       2.247888922109e-15      -3.967946284874e-16 
  661       2.825130993005e-10       3.496029950028e-12       4.257773823704e-12       7.877105321021e-15       1.806407235602e-14       2.270743185993e-15      -4.006053587292e-16 
  662       2.812504475787e-10       3.536582313678e-12       4.177109773052e-12       7.881648198624e-15       1.796038832684e-14       2.293649690944e-15      -4.043552419872e-16 
  663       2.799951517141e-10       3.577048781876e-12       4.092527603659e-12       7.886082675707e-15       1.785744231961e-14       2.316598101857e-15      -4.080441227784e-16 
  664       2.787476134917e-10       3.617416575865e-12       4.004063274154e-12       7.890410865565e-15       1.775523018213e-14       2.339577960789e-15      -4.116718497467e-16 
  665       2.775082383441e-10       3.657672781130e-12       3.911753467584e-12       7.894634912412e-15       1.765374760641e-14       2.362578686501e-15      -4.152382756869e-16 
  666       2.762774353630e-10       3.697804346920e-12       3.815635594482e-12       7.898756991494e-15       1.755299012791e-14       2.385589574002e-15      -4.187432575679e-16 
  667       2.750556173109e-10       3.737798085762e-12       3.715747795936e-12       7.902779309212e-15       1.745295312481e-14       2.408599794095e-15      -4.221866565562e-16 
  668       2.738432006330e-10       3.777640672986e-12       3.612128946659e-12       7.906704103239e-15       1.735363181725e-14       2.431598392913e-15      -4.255683380401e-16 
  669       2.726406054691e-10       3.817318646238e-12       3.504818658057e-12       7.910533642640e-15       1.725502126658e-14       2.454574291470e-15      -4.288881716527e-16 
  670       2.714482556650e-10       3.856818405000e-12       3.393857281297e-12       7.914270227992e-15       1.715711637463e-14       2.477516285200e-15      -4.321460312960e-16 
  671       2.702665787847e-10       3.896126210113e-12       3.279285910378e-12       7.917916191498e-15       1.705991188291e-14       2.500413043499e-15      -4.353417951639e-16 
  672       2.690960061220e-10       3.935228183287e-12       3.161146385200e-12       7.921473897115e-15       1.696340237191e-14       2.523253109272e-15      -4.384753457667e-16 
  673       2.679369727123e-10       3.974110306629e-12       3.039481294631e-12       7.924945740665e-15       1.686758226032e-14       2.546024898475e-15      -4.415465699538e-16 
  674       2.667899173442e-10       4.012758422154e-12       2.914333979576e-12       7.928334149957e-15       1.677244580427e-14       2.568716699656e-15      -4.445553589378e-16 
  675       2.656552825716e-10       4.051158231310e-12       2.785748536048e-12       7.931641584907e-15       1.667798709663e-14       2.591316673500e-15      -4.475016083183e-16 
  676       2.645335147253e-10       4.089295294492e-12       2.653769818237e-12       7.934870537657e-15       1.658420006621e-14       2.613812852371e-15      -4.503852181050e-16 
  677       2.634250639247e-10       4.127155030561e-12       2.518443441576e-12       7.938023532693e-15       1.649107847701e-14       2.636193139859e-15      -4.532060927416e-16 
  678       2.623303840899e-10       4.164722716366e-12       2.379815785813e-12       7.941103126962e-15       1.639861592750e-14       2.658445310316e-15      -4.559641411294e-16 
  679       2.612499329529e-10       4.201983486261e-12       2.237933998077e-12       7.944111909997e-15       1.630680584985e-14       2.680557008407e-15      -4.586592766510e-16 
  680       2.601841720700e-10       4.238922331619e-12       2.092845995951e-12       7.947052504031e-15       1.621564150919e-14       2.702515748649e-15      -4.612914171937e-16 
  681       2.591335668334e-10       4.275524100360e-12       1.944600470536e-12       7.949927564117e-15       1.612511600282e-14       2.724308914952e-15      -4.638604851731e-16 
  682       2.580985864826e-10       4.311773496461e-12       1.793246889526e-12       7.952739778249e-15       1.603522225952e-14       2.745923760168e-15      -4.663664075572e-16 
  683       2.570797041167e-10       4.347655079478e-12       1.638835500271e-12       7.955491867480e-15       1.594595303877e-14       2.767347405630e-15      -4.688091158893e-16 
  684       2.560773967059e-10       4.383153264068e-12       1.481417332848e-12       7.958186586038e-15       1.585730092997e-14       2.788566840696e-15      -4.711885463122e-16 
  685       2.550921451033e-10       4.418252319500e-12       1.321044203134e-12       7.960826721451e-15       1.576925835175e-14       2.809568922294e-15      -4.735046395913e-16 
  686       2.541244340566e-10       4.452936369180e-12       1.157768715867e-12       7.963415094663e-15       1.568181755117e-14       2.830340374461e-15      -4.757573411389e-16 
  687       2.531747522204e-10       4.487189390169e-12       9.916442677216e-13       7.965954560151e-15       1.559497060298e-14       2.850867787892e-15      -4.779466010369e-16 
  688       2.522435921670e-10       4.520995212698e-12       8.227250503767e-13       7.968448006047e-15       1.550870940889e-14       2.871137619477e-15      -4.800723740615e-16 
  689       2.513314503992e-10       4.554337519689e-12       6.510660535817e-13       7.970898354259e-15       1.542302569679e-14       2.891136191850e-15      -4.821346197057e-16 
  690       2.504388273615e-10       4.587199846274e-12       4.767230682280e-13       7.973308560582e-15       1.533791102002e-14       2.910849692928e-15      -4.841333022038e-16 
  691       2.495661604469e-10       4.619567290113e-12       2.997536257473e-13       7.975681450620e-15       1.525335791699e-14       2.930267429011e-15      -4.860684132175e-16 
  692       2.487136214424e-10       4.651431682920e-12       1.202198318518e-13       7.978019223476e-15       1.516936341845e-14       2.949391660331e-15      -4.879400403735e-16 
  693       2.478813148332e-10       4.682786527100e-12      -6.181440134036e-14       7.980323937818e-15       1.508592561271e-14       2.968227972129e-15      -4.897483002189e-16 
  694       2.470693444151e-10       4.713625294787e-12      -2.462842829234e-13       7.982597675223e-15       1.500304249157e-14       2.986782040253e-15      -4.914933157186e-16 
  695       2.462778132901e-10       4.743941427787e-12      -4.331241399000e-13       7.984842540247e-15       1.492071194978e-14       3.005059631519e-15      -4.931752162842e-16 
  696       2.455068238609e-10       4.773728337524e-12      -6.222674138768e-13       7.987060660506e-15       1.483893178467e-14       3.023066604068e-15      -4.947941378038e-16 
  697       2.447564778261e-10       4.802979404994e-12      -8.136466577613e-13       7.989254186756e-15       1.475769969560e-14       3.040808907728e-15      -4.963502226708e-16 
  698       2.440268761749e-10       4.831687980710e-12      -1.007193532457e-12       7.991425292969e-15       1.467701328357e-14       3.058292584372e-15      -4.978436198135e-16 
  699       2.433181191826e-10       4.859847384648e-12      -1.202838803561e-12       7.993576176407e-15       1.459687005072e-14       3.075523768280e-15      -4.992744847246e-16 
  700       2.426303064049e-10       4.887450906196e-12      -1.400512338057e-12       7.995709057708e-15       1.451726739991e-14       3.092508686494e-15      -5.006429794899e-16 
  701       2.419635366734e-10       4.914491804107e-12      -1.600143101017e-12       7.997826180957e-15       1.443820263420e-14       3.109253659184e-15      -5.019492728182e-16 
  702       2.413179080901e-10       4.940963306437e-12      -1.801659152289e-12       7.999929813767e-15       1.435967295645e-14       3.125765100003e-15      -5.031935400703e-16 
  703       2.406935180230e-10       4.966858610504e-12      -2.004987643201e-12       8.002022247357e-15       1.428167546883e-14       3.142049516448e-15      -5.043759632882e-16 
  704       2.400904631002e-10       4.992170882828e-12      -2.210054813254e-12       8.004105796627e-15       1.420420717235e-14       3.158113510221e-15      -5.054967312247e-16 
  705       2.395088392057e-10       5.016893259081e-12      -2.416785986817e-12       8.006182800239e-15       1.412726496643e-14       3.173963777586e-15      -5.065560393726e-16 
  706       2.389487414738e-10       5.041018844038e-12      -2.625105569824e-12       8.008255620695e-15       1.405084564844e-14       3.189607109732e-15      -5.075540899939e-16 
  707       2.384102642845e-10       5.064540711519e-12      -2.834937046470e-12       8.010326644412e-15       1.397494591321e-14       3.205050393128e-15      -5.084910921491e-16 
  708       2.378935012579e-10       5.087451904346e-12      -3.046202975908e-12       8.012398281802e-15       1.389956235257e-14       3.220300609889e-15      -5.093672617266e-16 
  709       2.373985452497e-10       5.109745434279e-12      -3.258824988945e-12       8.014472967349e-15       1.382469145495e-14       3.235364838131e-15      -5.101828214720e-16 
  710       2.369254883460e-10       5.131414281976e-12      -3.472723784734e-12       8.016553159689e-15       1.375032960484e-14       3.250250252330e-15      -5.109380010174e-16 
  711       2.364744218582e-10       5.152451396933e-12      -3.687819127476e-12       8.018641341685e-15       1.367647308239e-14       3.264964123686e-15      -5.116330369105e-16 
  712       2.360454363177e-10       5.172849697434e-12      -3.904029843114e-12       8.020740020504e-15       1.360311806292e-14       3.279513820479e-15      -5.122681726443e-16 
  713       2.356386214716e-10       5.192602070500e-12      -4.121273816026e-12       8.022851727701e-15       1.353026061647e-14       3.293906808431e-15      -5.128436586859e-16 
  714       2.352540662769e-10       5.211701371837e-12      -4.339467985727e-12       8.024979019289e-15       1.345789670734e-14       3.308150651065e-15      -5.133597525064e-16 
  715       2.348918588959e-10       5.230140425784e-12      -4.558528343558e-12       8.027124475822e-15       1.338602219362e-14       3.322253010062e-15      -5.138167186094e-16 
  716       2.345520866910e-10       5.247912025258e-12      -4.778369929388e-12       8.029290702473e-15       1.331463282676e-14       3.336221645624e-15      -5.142148285614e-16 
  717       2.342348362197e-10       5.265008931705e-12      -4.998906828308e-12       8.031480329108e-15       1.324372425107e-14       3.350064416835e-15      -5.145543610198e-16 
  718       2.339401932297e-10       5.281423875049e-12      -5.220052167325e-12       8.033696010367e-15       1.317329200330e-14       3.363789282016e-15      -5.148356017634e-16 
  719       2.336682426535e-10       5.297149553637e-12      -5.441718112061e-12       8.035940425742e-15       1.310333151214e-14       3.377404299087e-15      -5.150588437210e-16 
  720       2.334190686038e-10       5.312178634187e-12      -5.663815863449e-12       8.038216279652e-15       1.303383809780e-14       3.390917625927e-15      -5.152243870008e-16 
  721       2.331927543681e-10       5.326503751740e-12      -5.886255654427e-12       8.040526301524e-15       1.296480697151e-14       3.404337520735e-15      -5.153325389197e-16 
  722       2.329893824040e-10       5.340117509602e-12      -6.108946746635e-12       8.042873245871e-15       1.289623323511e-14       3.417672342387e-15      -5.153836140331e-16 
